brand_id,brand_name
BRD162d58fc,Garnier
BRD6003a530,Friendly Soap
BRDec140568,Little Soap Company
BRD0f80f0d0,weDo
BRD084ed629,Biovene
BRD84858b44,Kitsch
BRD29cd4600,Faith in Nature
BRD17c01d32,Davines
BRDf76fce2c,Eco Warrior
BRD128c8ab4,Soaphoria
BRDd5794134,Goats Milk
BRD4f1e3d60,Shampoo Bar
BRDb27b7ec7,The Earthling
BRDa3a87320,Citrus Burst
BRDc686bb67,Alberto Balsam
BRDc09ecb02,Bleach London
BRD4db76a4f,Freesia Solid
BRD90005e4e,Amphora Aromatics
BRD2cd68e6f,The Highland
BRDb4b4abbc,Natural Eucalyptus
BRDe2176146,Hairy Jayne
BRD0034d4a8,New Dawn
BRD397dcdf1,Natural Vegan
BRD5314c2e9,Bay Rum
BRD3fc86590,OGX Coconut
BRDe597591c,Kelpie Shampoo
BRD4a60d61e,Rosemary
BRD4e7e12ed,Handmade Solid
BRDd7296ac2,Scottish Fine
BRDca8a196f,Mint
BRD6ea6ec2f,Bomb Cosmetics
BRD092f2ba9,Ben
BRD81c6e4e0,"Acala Camellia,"
BRD927bfd3e,J.R. Liggett's
BRD7ba03416,Solid Lavender
BRD8b12492c,"Green Tea,"
BRD90505ebd,Patchouli Shampoo
BRDba7edd19,Dry Hair
BRD0630498e,Solid Shampoo
BRD7e710975,Annings Bergamot
BRDf8e5c16f,Rituals The
BRDe9e45848,KinKind Clear
BRD268ae7b2,Procoal Vegan
BRD43831a47,Vegan Shampoo
BRDc1ddbd9a,FOAmie Coconut
BRD8e677c9b,Hair Blocks
BRDf78117d6,Dr Organic
BRD8ad6b83a,FFS Beauty
BRD2d6145f0,L'Oreal Paris
BRDc360e6fd,Nature Triangle
BRD3db3379e,EcoLiving Ocean
BRD5d6a6f7b,Alter/Native Lavender
BRDeb001819,HandMade Solid
BRD78f095b5,Paper Plane
BRD51a31ea8,Eco Wave
BRD77c998a0,Bounty Hunter
BRD699ac0d6,Foamie Hibiskiss
BRD715cc145,Alter/Native Rose
BRD72cc63e6,Areton Honey
BRD4868ac26,KinKind Make
BRDf571eefe,Shampoo Bars
BRDff71ff25,Lemon
BRD008ce5d1,Chunky Shampoo
BRDfec92d7f,Eco Living
BRD0f11defc,Bare Bar
BRD99a808d8,Balance
BRDa4a6260d,Ethique Heali
BRD65d52af4,Fresh Cut
BRD700f7191,Molten Lather
BRDe7965c31,BALANCES Oil
BRD1111c023,KinKind Fragrance
BRD7a0f2ca5,Skoon Shampoo
BRDe876f4d6,Battle Green
BRD11081b0c,Castle
BRDf101ac0c,Ethique Professor
BRD1c7383c5,Perfectly Balanced
BRDcf75a4df,Natural Dandruff-Prone
BRD1529d26e,Balancing Shampoo
BRD0557fa92,Back
BRD7dcfe31d,Ecoliving Coconutty
BRD780a2fb7,LemonGrass Solid
BRD68739920,"Chamomile, Lemon"
BRD11dd0f4a,Hair Shampoo
BRD8d95cbf9,Hair Fuel
BRD34c4d977,Bergamot Shampoo
BRD163bc923,ATTITUDE Leaves
BRD904f28f8,Rehab Shampoo
BRDd05eee4d,Ethique Rice
BRD71e85483,Salty Beach
BRD38d395ea,Not Guilty
BRD28cb8b85,Hår Revitalising
BRDb35a8b3d,Olive Oil
BRDa031bb9b,Beard Botanics
BRD6eeb157d,Bain
BRD112d189a,SOAPS4ME Handmade
BRD360e03c6,Nourishing Rice
BRD7f177552,Balade En
BRD0c603f99,Natural Shampoo
BRD8fafa05e,Ayurveda Shampoo
BRDd862b5d5,Green People
BRDa3d8f6db,Balancing Natural
BRD105a5310,Scottish Botanicals
BRD4fd164f6,Arista Curly
BRD7266fc25,ANIHANA Shampoo
BRDf091c2a0,EarthKind Tea
BRDe8804c07,Patchouli Rose
BRD932cd484,Nature Seven
BRD23405cc8,"Shampoo Bar,"
BRDebc8a156,Kaurilan Sauna
BRD3946df22,Chamomile Enriching
BRD6acdc521,KinKind Rice
BRD0a783dd3,Nettle Parsley
BRD596b1ea5,"Solid Shampoo,"
BRD2b787fe0,Almara Soap
BRDd3418ce0,Ethique Beauty
BRD2ccf7cac,Areton Solid
BRD2df97284,Klar Tea
BRDf3c2b1b0,Ethique St
BRD505cd2a0,Panier
BRD255ab7ee,The Body
BRD82081e37,FOAmie Argan
BRD56d95885,Grüum Twin
BRD6b7881fd,Ethique Frizz
BRD25e149d6,Curly Hair
BRD72c97d35,Dabur Naturals
BRD3530530e,Rosemary Hair
BRD77b365a4,Eleven Australia
BRDa5054cb7,Rescue My
BRDe3dfb25f,Alter/native Shampoo
BRD83a914b4,Rosemary Shampoo
BRDe6e0d1cb,Pineapple Anti-Dandruff
BRD918daac8,Manuka Honey
BRD28e882fd,Shampoo Soap
BRD7b876250,Ethique Solid
BRD76074702,Earth Rhythm
BRDe705a726,Vanilla Coconut
BRDb8aecded,Abhati Suisse
BRD904b20fe,Chey Haircare
BRDbf04766c,SHAMPOO BAR
BRDe16b4309,Unbrand Onion
BRDf39f899e,Herbal Shampoo
BRD17cd9cac,Viori Hidden
BRD8726bb16,Unbrand Curly
BRD0969377d,The Organic
BRD7e9ce173,Herbishh Tea
BRD595a9e29,Natural Usmanthus
BRD0b608ad3,LUSH New
