product_name,brand_name,category_name,size_value,size_unit,price,currency,retailer_name,retailer_url,region,source_name,discount,price_per_unit,is_bundle,has_rating,high_rating,has_reviews,popular,timestamp
Garnier Ultimate Blends Honey Treasures Strengthening Shampoo Bar,Garnier,Shampoo Bar,,,4.0,GBP,Amazon.co.uk,https://www.amazon.co.uk/Garnier-Ultimate-Treasures-Strengthening-Shampoo/dp/B08V83YFXX?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Friendly Soap Lavender & Geranium Shampoo Bar,Friendly Soap,Shampoo Bar,,,3.25,GBP,Friendly Soap,,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,Little Soap Company,Shampoo Bar,,,5.5,GBP,Amazon.co.uk,https://www.amazon.co.uk/Eco-Warrior-Deeply-Nourishing-Shampoo/dp/B08285QVPD?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
weDo Professional No Plastic Shampoo Bar,weDo,Shampoo Bar,,,6.3,GBP,LOOKFANTASTIC,https://www.lookfantastic.com/p/wedo-professional-no-plastic-shampoo-bar-80g/12759323/?affil=thggps&switchcurrency=GBP&shippingcountry=GB&srsltid=AfmBOorXEDtEXYnisB_U5zsuY75H1VnBgqaHmSyypyZvMfTL_Btm7OeVUgo,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Biovene Pink Heaven Nourish Restore Solid Shampoo Bar,Biovene,Shampoo Bar,,,3.79,GBP,Justmylook,https://www.justmylook.com/products/biovene-nourish-restore-solid-shampoo-pink-heaven-40g?utm_source=google&utm_medium=cpc&utm_campaign=All%20Products%20-%20UK&utm_content=Biovene%20Nourish%20Restore%20Solid%20Shampoo%20Pink%20Heaven%2040g&srsltid=AfmBOopKEqI81NLCYeTI2cpTznVTaOAnBM4egAN7dofB5ivD3u6zSjVteDw,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Kitsch Shampoo Bar Rice Water Protein,Kitsch,Shampoo Bar,,,11.99,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Kitsch-Shampoo-Strengthening-Natural-Moisturizing/dp/B09FB1YXF1?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A18LMB9B8SE8VW,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Faith in Nature - Shampoo Bar Lavender & Geranium,Faith in Nature,Shampoo Bar,85.0,g,7.0,GBP,Holland & Barrett,https://www.hollandandbarrett.com/shop/product/faith-in-nature-shampoo-bar-lavender-geranium-60038895?skuid=038895,GB,Oxylabs Google Shopping,,8.24,False,True,True,True,True,20251008_144428
Davines Momo Shampoo Bar,Davines,Shampoo Bar,,,18.5,GBP,Sephora UK,https://www.sephora.co.uk/p/davines-solid-shampoo-bar-love-smoothing?option=623923curr=GBP&srsltid=AfmBOoqTN_RrWCUFJpu4u6trtyqyVky6t1upt41ZVp4Yj8izQW5OIUFpJTY,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Eco Warrior Sensitive Scalp Shampoo Bar,Eco Warrior,Shampoo Bar,,,4.15,GBP,Ocado,,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Soaphoria Hair Care Solid Shampoo,Soaphoria,Shampoo Bar,,,6.16,GBP,Notino.co.uk,https://www.notino.co.uk/soaphoria/hair-care-organic-shampoo-bar-for-wavy-and-curly-hair/p-16225289/,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Garnier Ultimate Blends Honey Treasures Strengthening Shampoo Bar,Garnier,Shampoo Bar,,,4.0,GBP,Boots.com,,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Faith in Nature - Shampoo Bar Lavender & Geranium,Faith in Nature,Shampoo Bar,85.0,g,7.0,GBP,Holland & Barrett,https://www.hollandandbarrett.com/shop/product/faith-in-nature-shampoo-bar-lavender-geranium-60038895?skuid=038895,GB,Oxylabs Google Shopping,,8.24,False,True,True,True,True,20251008_144428
Garnier Ultimate Blends Delicate Oat Softening Shampoo Bar,Garnier,Shampoo Bar,,,4.0,GBP,Tesco,https://www.tesco.com/groceries/en-GB/products/309169539,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Goats Milk Shampoo Bar with Tea Tree,Goats Milk,Shampoo Bar,,,4.19,GBP,Superdrug.com,https://www.superdrug.com/hair/shampoo/shampoo-bars/goats-of-the-gorge-goats-milk-shampoo-bar-tea-tree-95g/p/mp-00018213,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,Little Soap Company,Shampoo Bar,,,5.5,GBP,sainsburys.co.uk,,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Faith in Nature Dragon Fruit Shampoo Bar,Faith in Nature,Shampoo Bar,,,4.5,GBP,Amazon.co.uk,https://www.amazon.co.uk/Faith-Nature-Natural-Shampoo-Revitalising/dp/B089WM2H5Q?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Shampoo Bar,Shampoo Bar,Shampoo Bar,,,12.0,GBP,Soapology,https://soapology.co.uk/products/mojito-shampoo-bar,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
The Earthling Co. Shampoo Bar,The Earthling,Shampoo Bar,,,11.84,GBP,The Earthling Co.,https://theearthlingco.com/products/shampoo-bars?variant=37923754705075&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqw2F2CCV2aCM9iB8sLRkWsytbzAebpKLsJDXdEq4gk1yfkCNKPSWE,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Citrus Burst Shampoo Bar,Citrus Burst,Shampoo Bar,,,8.5,GBP,Bare Bar,,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Faith in Nature Coconut & Shea Butter Shampoo Bar,Faith in Nature,Shampoo Bar,,,7.0,GBP,Holland & Barrett,https://www.hollandandbarrett.com/shop/product/faith-in-nature-shampoo-bar-coconut-shea-butter-60038896?skuid=038896,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Alberto Balsam Sunkissed Raspberry Shampoo Bar,Alberto Balsam,Shampoo Bar,,,5.0,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Alberto-Balsam-Sunkissed-Raspberry-Shampoo/dp/B09GGDRRNQ?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A2MXN5RV5GW670,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Bleach London Rose Shampoo Bar,Bleach London,Shampoo Bar,,,9.0,GBP,Bleach London,https://bleachlondon.com/products/rose-shampoo-bar,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Friendly Soap Fragrance Free Shampoo Bar,Friendly Soap,Shampoo Bar,,,3.25,GBP,Friendly Soap,https://friendlysoap.co.uk/products/shampoo-bar-fragrance-free?variant=41503411503281&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOor-X_7df1J2p7Ynu9r1Ypwj7gQywSyRlGm0rWQJsadAEOb8_7ugFDE,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Freesia Solid Shampoo Bar,Freesia Solid,Shampoo Bar,,,7.99,GBP,Soul and Soap,,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Amphora Aromatics Twilight Shampoo Bar,Amphora Aromatics,Shampoo Bar,,,8.9,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Amphora-Aromatics-AA-Skincare-Twilight/dp/B016R8KFJY?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A2Z2EKNHY9KCNV,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
The Highland Soap Co. Seaweed Shampoo Bar,The Highland,Shampoo Bar,,,7.75,GBP,Juniper,https://juniperaberdeen.co.uk/products/seaweed-shampoo-bar?variant=40846894629002&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqNERmYqBdz_808wAlfnYzsjFPNRI0gfuFoB_OSf8cJsBOalEBvqp4,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Davines Love Shampoo Bar,Davines,Shampoo Bar,,,18.5,GBP,Sephora UK,,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Natural Eucalyptus Hydrating Shampoo Bar,Natural Eucalyptus,Shampoo Bar,,,9.3,GBP,Washla,https://washla.uk/products/natural-eucalyptus-shampoo-bar?variant=42878958731463&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopGV-nCZVLA9WGvLVUYDH2KxKod06-M22tTNqH_LWYpvVxELYv-v30,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Hairy Jayne Musk Shampoo Bar with Holder Bundle,Hairy Jayne,Shampoo Bar,,,15.0,GBP,Hairy Jayne,https://hairyjaynehandmade.co.uk/products/bar-holder-bundle?variant=39813180391472&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqyqdApHk_3GEs_030TfUuKPKSHqUYs0L8bU0lDRYmhxZAX9STX50A,GB,Oxylabs Google Shopping,,,True,False,False,False,False,20251008_144428
Kitsch Castor Oil Nourishing Shampoo Bar,Kitsch,Shampoo Bar,,,12.99,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Kitsch-Shampoo-Bar-Castor-Strengthening/dp/B08HQN3HV6?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A18LMB9B8SE8VW,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
grüum hår Nourishing Coconut Shampoo Bar,,Shampoo Bar,50.0,g,9.0,GBP,grüum,https://www.gruum.com/product/har-shampoo-bar-nourishing-50g/?srsltid=AfmBOoqqM5siok83eS7Bs78fIwGwjm8AK90eimVI5wUqE04ninREPowctog,GB,Oxylabs Google Shopping,,18.0,False,True,True,True,True,20251008_144428
New Dawn UK Patchouli Shampoo Bar,New Dawn,Shampoo Bar,,,6.45,GBP,New Dawn Organic Skin and Hair Care,https://www.newdawnorganicskinandhaircare.co.uk/products/plastic-free-shampoo-bars?variant=54842044383605&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooEXe48HwWlPWU2Slh-Hu7GKbPJ9obNwl3r0fnKSIzJUtYvGKhh4eo,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Natural Vegan Shampoo Bar,Natural Vegan,Shampoo Bar,,,7.15,GBP,Etsy - BattleGreenBox,https://www.etsy.com/uk/listing/717705270/natural-shampoo-bars-in-tin-55g-vegan?gpla=1&gao=1&,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144428
Garnier Ultimate Blends Argan & Camellia Shampoo Bar,Garnier,Shampoo Bar,60.0,g,2.99,GBP,FabFinds,https://fabfinds.co.uk/products/garnier-ultimate-blends-argan-camellia-shampoo-bar-60g?srsltid=AfmBOooH1yYwt3xdEpXsnsoi4v9Sj3Kn3DQoJEtkkjXzF-fUaYw__m_ZGy4,GB,Oxylabs Google Shopping,,4.98,False,True,True,True,False,20251008_144428
Bay Rum Shampoo Bar,Bay Rum,Shampoo Bar,,,8.5,GBP,Bare Bar,https://www.bare-bar.co.uk/products/bay-rum-shampoo-bar-1?srsltid=AfmBOor08Aq04rMsmMNM_cjJx2yuXMb08ArvqB38az2gWI2m2xEdcHF-bTI,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
OGX Coconut Milk Shampoo Bar,OGX Coconut,Shampoo Bar,,,7.49,GBP,Amazon.co.uk,https://www.amazon.co.uk/OGX-Coconut-Milk-Shampoo-Bar/dp/B0B7RL6P43?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Davines Volu Shampoo Bar,Davines,Shampoo Bar,,,18.5,GBP,Sephora UK,https://www.sephora.co.uk/p/davines-solid-shampoo-bar-love-smoothing?option=623924curr=GBP&srsltid=AfmBOoryKQRZl8fWLZgnFub_VAUSefYrNUpLsn0B9BcGkjEfypBIYH0syTM,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Kelpie Shampoo Bar for Curly Hair,Kelpie Shampoo,Shampoo Bar,,,8.5,GBP,Tappermade,https://tappermade.com/product/kelpie-shampoo-bar-for-curly-hair/?attribute_pa_purchase-options=one-off,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Rosemary and Biotin Shampoo Bar,Rosemary,Shampoo Bar,,,14.0,GBP,Psychic Sisters,https://psychicsisters.co.uk/products/rosemary-biotin-shampoo-bar?variant=54461524082956&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoow23f60jG1GCHCGLeKZ_yeUV_YpOyEa8t_YOxgvpm1jztTUXB81J8,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Handmade Solid Shampoo Bar,Handmade Solid,Shampoo Bar,,,4.49,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/HandMade-Solid-Shampoo-Bar-conditioner/dp/B0CYPV44QG?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3RXJ1P37AJHF7,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Scottish Fine Soaps Vetiver & Sandalwood Shampoo Bar Wrapped,Scottish Fine,Shampoo Bar,100.0,g,6.99,GBP,The Scottish Fine Soaps Company,https://www.scottishfinesoaps.com/products/vetiver-sandalwood-shampoo-bar-wrapped-100g?variant=41433508905043&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqYQaqNI0Kk7FqoGB6SoAEtaFYHjDk-shp88K-3hwqTK0i5D8uZmNE,GB,Oxylabs Google Shopping,,6.99,False,True,True,True,False,20251008_144428
Mint & Tea Tree Shampoo Bar,Mint,Shampoo Bar,,,8.5,GBP,Bare Bar,https://www.bare-bar.co.uk/products/mint-tea-tree-shampoo-bar-1?srsltid=AfmBOopmlatwYkWMf4Oyy4l-cqW0TZDIMWPizxybFIWCZaIcJSCyTGJwrJk,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Bomb Cosmetics Shampoo Bar,Bomb Cosmetics,Shampoo Bar,,,6.99,GBP,Bomb Cosmetics UK,https://bombcosmetics.co.uk/products/positivi-tea-shampoo-bar?variant=40395105730611&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOorjWUt6ftuc_zlBLC7WcOJgZ0tSw5lASuIPIYogNEhTQ-GQKh4fgn0,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
Goats Milk Shampoo Bar with Tea Tree,Goats Milk,Shampoo Bar,,,7.71,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Goats-the-Gorge-made-somerset/dp/B09JDRV822?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A2X7KPRGENT0NX,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144428
New Dawn UK Lavender Shampoo Bar,New Dawn,Shampoo Bar,,,17.35,GBP,New Dawn Organic Skin and Hair Care,https://www.newdawnorganicskinandhaircare.co.uk/products/plastic-free-shampoo-bars?variant=54842045399413&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqdVx1x0V8VS_fcrtb5DZP7C9GqS9XcLK1W57qSOpOLppaDw9zpew0,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144428
Ben & Anna Lemongrass Shampoo,Ben,Shampoo Bar,,,6.95,GBP,mypure.co.uk,https://www.mypure.co.uk/products/love-soap-lemongrass?currency=GBP&variant=40086605922479&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=b6aa89de7d78&srsltid=AfmBOorWJr0IbWw2sRQOdlm91fDBVi1-PE8hlMLAOn3PDugCpfiu3qjk0fw,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
"Acala Camellia, Kokum and Lemon Conditioning Shampoo Bar","Acala Camellia,",Shampoo Bar,,,9.99,GBP,Superdrug.com,https://www.superdrug.com/hair/shampoo/shampoo-bars/acala-camellia-kokum-and-lemon-conditioning-shampoo-bar-80g/p/mp-00018589,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
J.R. Liggett's Tea Tree & Hemp Oil Shampoo Bar,J.R. Liggett's,Shampoo Bar,,,8.5,GBP,John And Ginger,https://www.johnandginger.co.uk/j-r-liggetts-tea-tree-and-hemp-oil-shampoo-bar.html?srsltid=AfmBOoo7TMbVDaDn1LHB8QQawFI5mWPosqZQLSubx8akBOkL0TXTxdKxvVE,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144451
Eco Warrior Men's Edit Shampoo Bar,Eco Warrior,Shampoo Bar,,,5.5,GBP,Amazon.co.uk,https://www.amazon.co.uk/Friendly-Cleansing-Moisturising-Shampoos-Essential/dp/B09M49JG1D?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Solid Lavender Shampoo Bars,Solid Lavender,Shampoo Bar,,,8.99,GBP,Wild Venus,https://www.wildvenus.co.uk/products/solid-shampoo-bars?variant=43607881547967&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoo5FOZ6Q13sXgITwPawPrV-3zwdBHSgj48GRbSvuzgEFgZCU7TQRwo,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
"Green Tea, Peppermint & Eucalyptus Shampoo Bar","Green Tea,",Shampoo Bar,,,8.0,GBP,skinsolace.co.uk,https://www.skinsolace.co.uk/products/green-tea-peppermint-eucalyptus-shampoo-bar?variant=39856118071338&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqn0Yf04FzKv5fH4yCpxEfPDdIP-xZ8UORut9FDvCn0RUOfE-S5Uig,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Davines Volu Shampoo Bar,Davines,Shampoo Bar,,,18.5,GBP,Sephora UK,https://www.sephora.co.uk/p/davines-solid-shampoo-bar-love-smoothing?option=623924curr=GBP&srsltid=AfmBOoo2bQ7wNjUOKYPCsCfixgJaH7ApFvcuJNWHBkzKLOziXSlp_TMCpR0,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Handmade Solid Shampoo Bar,Handmade Solid,Shampoo Bar,,,4.49,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/HandMade-Solid-Shampoo-Bar-conditioner/dp/B0CYPV44QG?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3RXJ1P37AJHF7,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Patchouli Shampoo Bar,Patchouli Shampoo,Shampoo Bar,,,4.75,GBP,The Good Soap - Let's Go Back To The Bar,https://the-good-soap.co.uk/products/patchouli-soap-bar?variant=44023231578337&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooBMoNu78RwmzpL2UV-rrufVnXZpQMCQDSLrOa7P1GbIAQjcEdthWA,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Dry Hair Shampoo Bar with Cocoa Butter,Dry Hair,Shampoo Bar,,,8.0,GBP,Silktown Soap Co.,https://silktownsoap.co.uk/products/monsoon-dry-hair-shampoo?variant=43861228454135&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOop02n7YSPFiYfsytyR4-WZvi7yR5Mo0ya73_GwpsvfqXzZqrF2GEiQ,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Hairy Jayne Floral Shampoo Bar with Holder Bundle,Hairy Jayne,Shampoo Bar,,,15.0,GBP,Hairy Jayne,https://hairyjaynehandmade.co.uk/products/bar-holder-bundle?variant=39813180260400&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopmtYl1GVlesJ80kQYRFl44lSOfN-wyx0X9nTNt_mIWi5EMOxTTrtM,GB,Oxylabs Google Shopping,,,True,False,False,False,False,20251008_144451
Solid Shampoo Bars for Hair,Solid Shampoo,Shampoo Bar,,,8.95,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Solid-Shampoo-Bars-Hair-Made/dp/B0D54MBFK4?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A10IHUS1QXRWL4,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Annings Bergamot & Sandalwood Shampoo Bar,Annings Bergamot,Shampoo Bar,,,10.0,GBP,Annings of Dorset,https://www.anningsofdorset.co.uk/shop/p/bergamot-sandlewood-shampoo-bar?srsltid=AfmBOookZtJ_Yk5sJVuQ5dhXVq7T0pg5YEYdF3V3DtrfGNW4sAxhLnmIAfQ,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Rituals The Ritual of Jing Shampoo & Body Bar,Rituals The,Shampoo Bar,,,14.0,GBP,Rituals,https://www.rituals.com/en-gb/the-ritual-of-jing-shampoo-body-bar-1119962.html?channable=001e6169640031313139393632d0,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
KinKind Clear My Head! Anti-Dandruff Shampoo Bar,KinKind Clear,Shampoo Bar,,,5.45,GBP,Ocado,https://www.ocado.com/products/kinkind-clear-my-head-anti-dandruff-solid-shampoo-bar-for-flaky-scalp/658690011?utm_source=google&utm_medium=organic_shopping&utm_campaign=organic_shopping&srsltid=AfmBOopmGt59--fknOKnHVoWjCAjxYXJdlL-j_NwUiVGl8JTEzFMgjNKjJY,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Procoal Vegan Moroccan Shampoo Bar,Procoal Vegan,Shampoo Bar,,,8.09,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Procoal-Moroccan-Shampoo-Solid-Cruelty-Free/dp/B0933P9T65?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A2E55UWR36D3Z5,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144451
Shampoo Bar Cyril's Soap Shed,Shampoo Bar,Shampoo Bar,10.0,pack,38.0,GBP,Cyrils Soap Shed,https://cyrilssoapshed.co.uk/shop/shampoo-bar/?attribute_bar-or-pack-size=10+Pack+zero+waste,GB,Oxylabs Google Shopping,,,True,False,False,False,False,20251008_144451
Scottish Fine Soaps Thistle & Black Pepper Shampoo Bar,Scottish Fine,Shampoo Bar,,,6.99,GBP,The Scottish Fine Soaps Company,https://www.scottishfinesoaps.com/products/thistle-black-pepper-shampoo-bar-100g?variant=53984693617025&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopYTxTsKVdllScIRqHfleeUVre8tqgf6Z5ySZDc9eGnfaFsjUq4Krk,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
Vegan Shampoo Bar Travel Tin,Vegan Shampoo,Shampoo Bar,,,2.0,GBP,SintraNaturals,https://sintranaturals.com/products/vegan-shampoo-bar?variant=42489217417366&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoquRdunDP0_0WGr8tK_rg1umr5bp9rhYOwbzf5T-U-axt8F8nEhASA,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
FOAmie Coconut Shampoo Bar,FOAmie Coconut,Shampoo Bar,,,3.98,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Plastic-Free-pH-Balanced-Soap-Free-Sulphates-Parabens/dp/B08VCCNQLB?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=AFP9WIKDJCXDH,GB,Oxylabs Google Shopping,,,False,True,True,True,True,20251008_144451
Hair Blocks Solid Shampoo Bar,Hair Blocks,Shampoo Bar,,,9.0,GBP,Amazon.co.uk,https://www.amazon.co.uk/Hair-Blocks-Shampoo-Provitamin-Conditioning/dp/B0D848MJMM?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Dr Organic Aloe Vera & Shea Shampoo & Conditioner Bar,Dr Organic,Shampoo Bar,,,4.99,GBP,Amazon.co.uk,https://www.amazon.co.uk/Organic-Conditioner-Soothing-Cruelty-Free-SLS-Free/dp/B0C7R574VF?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE,GB,Oxylabs Google Shopping,,,False,True,True,True,False,20251008_144451
Solid Shampoo Bar,Solid Shampoo,Shampoo Bar,,,4.99,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/HandMade-Solid-Shampoo-Bar-conditioner/dp/B0C5JX3MHP?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3RXJ1P37AJHF7,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
FFS Beauty Undo & Renew Eco Solid Shampoo Bar,FFS Beauty,Shampoo Bar,,,3.95,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/Undo-Renew-Solid-Shampoo-Bar/dp/B0D818MZYF?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3MLML99SW5R2M,GB,Oxylabs Google Shopping,,,False,False,False,False,False,20251008_144451
"L'Oreal Paris Men Expert Barber Club Solid Shampoo And Wash Bar For Hair, Face, Beard And Body",L'Oreal Paris,Shampoo Bar,80.0,g,28.8,GBP,Amazon.co.uk - Amazon.co.uk-Seller,https://www.amazon.co.uk/LOreal-Paris-Expert-Barber-Shampoo/dp/B08XXRFKCY?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A1O6VQ2EEC4M6O,GB,Oxylabs Google Shopping,,36.0,False,True,False,True,False,20251008_144451
