price_id,product_id,retailer_id,price,discount,currency,date_collected
PRC00000001,PRDbb6a0428,RETd3a15998,11.53,,GBP,20251105_141559
PRC00000002,PRDa5b0918f,RET02f56271,4.68,,GBP,20251105_141559
PRC00000003,PRD1558042d,RET28253998,12.47,,GBP,20251105_141613
PRC00000004,PRD8d50c1ae,RET0a66f3e5,8.26,,GBP,20251105_141613
PRC00000005,PRDe3dd11df,RETa0fa6f9c,13.99,,GBP,20251105_141628
PRC00000006,PRD66897874,RET7fb51180,6.75,,GBP,20251105_141733
PRC00000007,PRD20070deb,RET135ef799,4.49,,GBP,20251105_141733
PRC00000008,PRDdc9cb5c8,RET21d1cbbe,8.5,,GBP,20251105_141744
PRC00000009,PRD54737dde,RET28253998,6.3,,GBP,20251105_141800
PRC00000010,PRD50cf4790,RET68fa91aa,60.17,,GBP,20251105_141812
PRC00000011,PRDc3647fd8,RET3fda77c2,18.55,,GBP,20251105_141827
PRC00000012,PRDe4a75ca8,RET7e67dcbc,9.0,,GBP,20251105_141827
PRC00000013,PRD42eff841,RET77aefeb0,5.25,,GBP,20251105_141827
PRC00000014,PRD2842dc94,RETde2603b9,8.5,,GBP,20251105_141827
PRC00000015,PRDe2369596,RET87e5449e,7.5,,GBP,20251105_141827
PRC00000016,PRDceb86729,RETc2d1eaf1,4.99,,GBP,20251105_141827
PRC00000017,PRDd0ea663c,RET6a6c572a,10.95,,GBP,20251105_141827
PRC00000018,PRDbbfa6830,RET8bf5762c,23.5,,GBP,20251105_141827
PRC00000019,PRDba2321ba,RET0a66f3e5,30.37,,GBP,20251105_142000
PRC00000020,PRD004e547d,RETa740a084,21.0,,GBP,20251105_142000
PRC00000021,PRD355c5068,RETa0fa6f9c,7.5,,GBP,20251105_142217
PRC00000022,PRDfc62bf90,RET28253998,8.74,,GBP,20251105_142230
PRC00000023,PRDeb51d39a,RETa0fa6f9c,9.99,,GBP,20251105_142230
PRC00000024,PRD32ce8e3a,RET432e676d,10.68,,GBP,20251105_142254
PRC00000025,PRD1de0bf82,RET0a66f3e5,24.71,,GBP,20251105_142254
PRC00000026,PRDac475e24,RET8cdd0863,17.99,,GBP,20251105_142254
PRC00000027,PRDaceafe87,RETb6363d00,9.7,,GBP,20251105_142254
