product_id,product_name,brand_id,category_id,size_value,size_unit
PRD9f09222c,Nature Triangle Usman Grass Shampoo Bar,BRDc360e6fd,CAT4f1e3d60,,
PRDf22ab983,Eco Living Shampoo Bar Wild Fig,BRDfec92d7f,CAT4f1e3d60,,
PRD3e61038d,Soaphoria Hair Care Solid Shampoo,BRD128c8ab4,CAT4f1e3d60,,
PRDa2786561,Solid Shampoo Bar and Conditioner Effect Hair Soap,BRD0630498e,CAT4f1e3d60,,
PRD1f6a5262,"Oleuropein Tea Tree Shampoo Bar | Natural Antioxidant Hair Care with Olive Leaf Extract | Sulfate-Free, Moisturizing for Dandruff | Scalp Health",BRD6b74397b,CAT4f1e3d60,2.0,pcs
PRD253e76e4,The Soap Mine Solid Conditioner Bar - Lavender & Orange,BRD8b193a76,CAT5a93da1d,,
PRDa1991032,Friendly Soap Conditioner Bar - Fragrance-free,BRD6003a530,CAT5a93da1d,90.0,g
PRD1b1f0c45,Estee Lauder Advanced Night Repair Serum Synchronized Multi-Recovery Complex,BRD4a2d1f22,CAT722a51fb,,
PRDfce740e3,CeraVe Hydrating Hyaluronic Acid Serum,BRDcb138aa0,CAT722a51fb,30.0,ml
PRD2ba82edf,Lancôme Génifique Ultimate Serum,BRD32914710,CAT722a51fb,,
PRDaa61c7c6,Clarins Double Serum,BRD90670411,CAT722a51fb,,
PRDe1af0bab,Tatcha The Longevity Serum,BRD1a9af619,CAT722a51fb,,
PRD8c1764ff,The Ordinary Resveratrol 3% + Ferulic Acid 3%,BRDb60306d4,CAT722a51fb,,
PRD9f40c8ff,Fenty Skin Butta Drop Whipped Oil Body Cream,BRD23a94b5b,CAT73647004,,
