product_id,product_name,brand_name,category_name,size_value,size_unit,price,currency,retailer_name,product_clean,brand_clean,category_clean,reason_unmatched
PRD4e1e0505,Fresh Outta Fck Whipped Body Butter,Fresh Outta,Body Butter,,,14.92,GBP,ebay,fresh outta fck whipped body butter,fresh outta,body butter,No match >= threshold
PRD5b9cf2b9,Body Whipped Butter . Jar Birthday Cake,Body Whipped,Body Butter,6.0,oz,8.91,GBP,ebay,body whipped butter jar birthday cake,body whipped,body butter,No match >= threshold
PRD59da9d74,Shea Whipped Body Butter Soft Creamy All Natural African Whipped Pure,Shea Whipped,Body Butter,,,10.69,GBP,ebay,shea whipped body butter soft creamy all natural african whipped pure,shea whipped,body butter,No match >= threshold
PRDfe307107,Nacomi Mango-Strawberry Body Butter,Nacomi Mango-Strawberry,Body Butter,,,8.37,GBP,biogo.de,nacomi mango strawberry body butter,nacomi mango strawberry,body butter,No match >= threshold
PRDe4d41f9e,Earth To Skin Care Solid Body Butter Spring/summer Series .,Earth To,Body Butter,6.0,pack,22.27,GBP,ebay - natrance24,earth to skin care solid body butter spring summer series ,earth to,body butter,No match >= threshold
PRDe1bcf0a9,Solar Flare Body Butter Vanilla Plum Bnwt,Solar Flare,Body Butter,,,9.79,GBP,ebay,solar flare body butter vanilla plum bnwt,solar flare,body butter,No match >= threshold
PRD6ac4ce63,Citrus Menthe Nourishing Body Butter,Citrus Menthe,Body Butter,200.0,ml,66.52,GBP,ebay - onebioshopcom,citrus menthe nourishing body butter,citrus menthe,body butter,No match >= threshold
PRDc495723b,American Touch Cocoa Butter Body Cream,American Touch,Body Butter,,,6.79,GBP,amazon.co.uk - amazon.co.uk-seller,american touch cocoa butter body cream,american touch,body butter,No match >= threshold
PRDf08bf423,Skybottle Blue Agave Body Butter,Skybottle Blue,Body Butter,,,21.27,GBP,sweetcare,skybottle blue agave body butter,skybottle blue,body butter,No match >= threshold
PRD444f6245,Ease Away Stress & Anxiety Calming Body Butter - Nourish & Hydrate,Ease Away,Body Butter,,,9.99,GBP,naturally sophie,ease away stress anxiety calming body butter nourish hydrate,ease away,body butter,No match >= threshold
PRD1dd57191,Tri-Coastal Design Apple Sugar Scented Body Butter Hands Body / New,Tri-Coastal Design,Body Butter,6.76,oz,17.82,GBP,ebay - sellerbuyer_2004,tri coastal design apple sugar scented body butter hands body new,tri coastal design,body butter,No match >= threshold
PRD89863f35,Bodycology Shea Butter Body Cream Cozy Fireside S'more,Bodycology Shea,Body Butter,8.0,oz,14.34,GBP,ebay - dailyessentialstore,bodycology shea butter body cream cozy fireside s more,bodycology shea,body butter,No match >= threshold
PRDd6bb95e7,Saje Tantra Sensuous Coconut Shea Body Butter Full Body Glow Aloe,Saje Tantra,Body Butter,,,71.23,GBP,ebay - simplehealthyessentials,saje tantra sensuous coconut shea body butter full body glow aloe,saje tantra,body butter,No match >= threshold
PRD94a8db45,Voya Buoyance Luxury Body Butter,Voya Buoyance,Body Butter,,,42.0,GBP,voya organic beauty,voya buoyance luxury body butter,voya buoyance,body butter,No match >= threshold
PRD09d04044,Bronnley Eclectic Elements Body Butter,Bronnley Eclectic,Body Butter,200.0,ml,13.36,GBP,ebay,bronnley eclectic elements body butter,bronnley eclectic,body butter,No match >= threshold
PRD6f3fe59b,Bronnley Eclectic Elements Zealous Flower Body Butter,Bronnley Eclectic,Body Butter,200.0,ml,13.36,GBP,ebay,bronnley eclectic elements zealous flower body butter,bronnley eclectic,body butter,No match >= threshold
PRD7728814a,Nakery Beauty Cabana Sunset Skin Toning Body Butter,Nakery Beauty,Body Butter,,,18.26,GBP,ebay,nakery beauty cabana sunset skin toning body butter,nakery beauty,body butter,No match >= threshold
PRD57048bb9,Dime Biome Body Butter,Dime Biome,Body Butter,2.0,oz,15.04,GBP,ebay - beachbabebeauty,dime biome body butter,dime biome,body butter,No match >= threshold
PRD8be27dc1,Signature Body Butter,Signature Body,Body Butter,,,9.95,GBP,zoemizon.co.uk,signature body butter,signature body,body butter,No match >= threshold
PRD5cc0e9d3,Saje Yoga Grounding Coconut Shea Body Butter Calm Hydrate Formulated,Saje Yoga,Body Butter,,,71.23,GBP,ebay - simplehealthyessentials,saje yoga grounding coconut shea body butter calm hydrate formulated,saje yoga,body butter,No match >= threshold
PRDd4ad1807,Scented Whipped Shea Body Butter,Scented Whipped,Body Butter,,,10.69,GBP,ebay,scented whipped shea body butter,scented whipped,body butter,No match >= threshold
PRDcccd4cd9,M-61 Vitablast C Body Butter Radiance Boosting Moisturizer &,M-61 Vitablast,Body Butter,6.7,oz,41.76,GBP,ebay - bluerugstore,m 61 vitablast c body butter radiance boosting moisturizer ,m 61 vitablast,body butter,No match >= threshold
PRD497f83b5,Natural Whipped Body Butter With Raw Organic Shea Butter & Sacred,Natural Whipped,Body Butter,,,12.47,GBP,ebay - hot1ce,natural whipped body butter with raw organic shea butter sacred,natural whipped,body butter,No match >= threshold
PRD2a646033,Argan Whipped Body Butter,Argan Whipped,Body Butter,,,25.98,GBP,essence of argan,argan whipped body butter,argan whipped,body butter,No match >= threshold
PRD059c4d75,Aromatic Body Butter Vanilla,Aromatic Body,Body Butter,,,22.98,GBP,israel catalog,aromatic body butter vanilla,aromatic body,body butter,No match >= threshold
PRDcf0415b8,CMD Rio de Coco Bodybutter,CMD Rio,Body Butter,,,10.75,GBP,bio-naturel.de,cmd rio de coco bodybutter,cmd rio,body butter,No match >= threshold
PRD432489c5,Kaantam Whipped Body Butter For Smooth Skin 100gm,Kaantam Whipped,Body Butter,100.0,g,19.97,GBP,ebay - livingessentials_23,kaantam whipped body butter for smooth skin 100gm,kaantam whipped,body butter,No match >= threshold
PRDb3e41bd3,Deep Comfort Body Butter,Deep Comfort,Body Butter,,,94.77,GBP,ebay - mr-coffee-beans,deep comfort body butter,deep comfort,body butter,No match >= threshold
PRD3f322206,Ultimate Deep Hydration Skincare: Natural Shea Butter Body Butter Set,Ultimate Deep,Body Butter,,,70.0,GBP,starest,ultimate deep hydration skincare natural shea butter body butter set,ultimate deep,body butter,No match >= threshold
PRD0ab251f5,SBC Manuka Honey and Orange Blossom Body Butter,SBC Manuka,Body Butter,,,22.14,GBP,amazon.co.uk,sbc manuka honey and orange blossom body butter,sbc manuka,body butter,No match >= threshold
PRD59be1a2b,Dr. Shea Body Butter Confident Coconut Moisturizing Body Cream,Dr. Shea,Body Butter,,,14.99,GBP,amazon.co.uk - amazon.co.uk-seller,dr shea body butter confident coconut moisturizing body cream,dr shea,body butter,No match >= threshold
PRD53e6dd0d,Lavender Body Butter,Lavender Body,Body Butter,,,29.0,GBP,vedaoils uk,lavender body butter,lavender body,body butter,No match >= threshold
PRDc4417776,Africa's Best Originals Cocoa Butter & Shea Butter Moisturizing Body Lotion,Africa's Best,Body Butter,,,6.5,GBP,modaps international,africa s best originals cocoa butter shea butter moisturizing body lotion,africa s best,body butter,No match >= threshold
PRDc1aa7d48,"Grace Cole Grapefruit, Lime & Mint Body Butter",Grace Cole,Body Butter,,,10.0,GBP,grace cole,grace cole grapefruit lime mint body butter,grace cole,body butter,No match >= threshold
PRD936bfd10,Grace Cole Body Butter Grapefruit,Grace Cole,Body Butter,225.0,g,10.0,GBP,grace cole,grace cole body butter grapefruit,grace cole,body butter,No match >= threshold
PRDfd087ec4,Mango Body Butter | Deep Moisturising & Skin Repair – Baorri,Mango Body,Body Butter,150.0,g,23.99,GBP,baorri for body and mind,mango body butter deep moisturising skin repair baorri,mango body,body butter,No match >= threshold
PRD1b460093,Vanilla Bean Whipped Body Butter,Vanilla Bean,Body Butter,,,26.6,GBP,ecco-verde.co.uk,vanilla bean whipped body butter,vanilla bean,body butter,No match >= threshold
PRDc46fe397,Silky Sensation Le Ciel Body Butter,Silky Sensation,Body Butter,,,25.0,GBP,caia cosmetics uk,silky sensation le ciel body butter,silky sensation,body butter,No match >= threshold
PRDaec887cc,Joonbyrd Sunday Sofa Body Butter,Joonbyrd Sunday,Body Butter,,,52.0,GBP,liberty,joonbyrd sunday sofa body butter,joonbyrd sunday,body butter,No match >= threshold
PRDdac71ca0,Bare and Bloom Luxury Whipped Vegan Body Butter,Bare,Body Butter,,,18.9,GBP,bare and bloom,bare and bloom luxury whipped vegan body butter,bare,body butter,No match >= threshold
PRD081e0650,La Corvette Body Balm with Olive Oil and Olive Oil,La Corvette,Body Butter,,,15.0,GBP,french soaps uk,la corvette body balm with olive oil and olive oil,la corvette,body butter,No match >= threshold
PRD8f3c0577,Memoriex Strawberry Body Butter,Memoriex Strawberry,Body Butter,,,15.0,GBP,more bees please shop,memoriex strawberry body butter,memoriex strawberry,body butter,No match >= threshold
PRD1fac0ce5,Lyonsleaf Body Butter,Lyonsleaf Body,Body Butter,,,21.99,GBP,lyonsleaf natural skincare,lyonsleaf body butter,lyonsleaf body,body butter,No match >= threshold
PRD80c5ff21,Super Hydrating Shea Body Butter Cream,Super Hydrating,Body Butter,,,17.0,GBP,lathr,super hydrating shea body butter cream,super hydrating,body butter,No match >= threshold
PRD3cbcf270,Infused Shea Body Butter,Infused Shea,Body Butter,,,18.47,GBP,etsy - akomaskincare,infused shea body butter,infused shea,body butter,No match >= threshold
PRD8a0cae3f,Savage Body Butter,Savage Body,Body Butter,,,9.99,GBP,bloom cosmetics,savage body butter,savage body,body butter,No match >= threshold
PRD337887dc,Mango Butter Refined / Resealable Pouch,Mango Butter,Body Butter,25.0,g,3.19,GBP,thesoapery,mango butter refined resealable pouch,mango butter,body butter,No match >= threshold
PRD5d369ffb,Memoriex Mango Body Butter,Memoriex Mango,Body Butter,,,15.0,GBP,more bees please shop,memoriex mango body butter,memoriex mango,body butter,No match >= threshold
PRDa030fa33,The Soapery Mango Butter Soap and Moisturiser,The Soapery,Body Butter,,,3.19,GBP,thesoapery,the soapery mango butter soap and moisturiser,the soapery,body butter,No match >= threshold
PRD6b4f0eb6,SBC Aloe Vera Body Butter Tube New Sealed,SBC Aloe,Body Butter,250.0,ml,10.4,GBP,amazon.co.uk,sbc aloe vera body butter tube new sealed,sbc aloe,body butter,No match >= threshold
PRDb590ea22,Susanne Kaufmann Body Butter for the Senses,Susanne Kaufmann,Body Butter,,,60.0,GBP,cult beauty,susanne kaufmann body butter for the senses,susanne kaufmann,body butter,No match >= threshold
PRD9318ce76,MotherSage Body Butter,MotherSage Body,Body Butter,,,23.99,GBP,cosmetify,mothersage body butter,mothersage body,body butter,No match >= threshold
PRD6129f25a,CMD Sandorini Body Butter,CMD Sandorini,Body Butter,,,2.74,GBP,violey,cmd sandorini body butter,cmd sandorini,body butter,No match >= threshold
PRDaf28f4a8,NOW Foods Shea Butter,NOW Foods,Body Butter,,,7.57,GBP,powerbody.co.uk,now foods shea butter,now foods,body butter,No match >= threshold
PRD44394d34,Luxury No.1 Whipped Body Butter,Luxury No.1,Body Butter,,,19.99,GBP,amazon.co.uk - amazon.co.uk-seller,luxury no 1 whipped body butter,luxury no 1,body butter,No match >= threshold
PRD58a003fd,Fair Squared Shea Body Butter,Fair Squared,Body Butter,,,12.75,GBP,ethical superstore,fair squared shea body butter,fair squared,body butter,No match >= threshold
PRD5012adf7,BingoSpa Body Butter,BingoSpa Body,Body Butter,,,5.2,GBP,bingospa,bingospa body butter,bingospa body,body butter,No match >= threshold
PRDae49313a,Kiss My Face Goat Milk Body Butter Rosemary + Tea Tree,Kiss My,Body Butter,6.0,oz,11.92,GBP,iherb,kiss my face goat milk body butter rosemary tea tree,kiss my,body butter,No match >= threshold
PRDfd186771,Judith Williams Life Long Beauty Grand Cru Body Butter,Judith Williams,Body Butter,,,48.0,GBP,qvc uk,judith williams life long beauty grand cru body butter,judith williams,body butter,No match >= threshold
PRD6440e854,Hawaiian Tropic After Sun Body Butter,Hawaiian Tropic,Body Butter,,,11.49,GBP,boots.com,hawaiian tropic after sun body butter,hawaiian tropic,body butter,No match >= threshold
PRD7c55e337,"Kutis Indulgent Body Butter - Rose, Sandalwood & Vanilla",Kutis Indulgent,Body Butter,60.0,ml,8.0,GBP,peace with the wild,kutis indulgent body butter rose sandalwood vanilla,kutis indulgent,body butter,No match >= threshold
PRD707ba230,Little Organic Company Whipped Shea Body Butter Moisturiser,Little Organic,Body Butter,,,17.99,GBP,amazon.co.uk - amazon.co.uk-seller,little organic company whipped shea body butter moisturiser,little organic,body butter,No match >= threshold
PRD4ec19bab,Shealife 100% Organic Unrefined Shea Butter,Shealife,Body Butter,,,23.35,GBP,amazon.co.uk - amazon.co.uk-seller,shealife 100 organic unrefined shea butter,shealife,body butter,No match >= threshold
PRDc38741ae,Organic Refined Pumpkin Butter,Organic Refined,Body Butter,,,10.0,GBP,naturallythinking pure spa aromatherapy,organic refined pumpkin butter,organic refined,body butter,No match >= threshold
PRD9c95dd4e,Mixa Niacinamide Bright Body Butter with Shea Butter,Mixa Niacinamide,Body Butter,,,5.0,GBP,notino.co.uk,mixa niacinamide bright body butter with shea butter,mixa niacinamide,body butter,No match >= threshold
PRD2ef57807,Holler and Glow Bondi Pink Dragonfruit Body Butter,Holler,Body Butter,,,6.0,GBP,amazon.co.uk,holler and glow bondi pink dragonfruit body butter,holler,body butter,No match >= threshold
PRD4a7fd539,Dr. Organic Manuka Honey Body Cream,Dr. Organic,Body Butter,,,11.99,GBP,amazon.co.uk,dr organic manuka honey body cream,dr organic,body butter,No match >= threshold
PRDbc61d368,Way of Life Body Butter,Way,Body Butter,,,6.5,GBP,w7 cosmetics,way of life body butter,way,body butter,No match >= threshold
PRD17e9b48a,Kiehl's Creme de Corps Soy Milk & Honey Whipped Body Butter,Kiehl's Creme,Body Butter,,,46.0,GBP,boots.com,kiehl s creme de corps soy milk honey whipped body butter,kiehl s creme,body butter,No match >= threshold
PRDb9d5717c,Debenhams Hi Butter Mango Vanilla Body Butter,Debenhams Hi,Body Butter,,,23.8,GBP,debenhams,debenhams hi butter mango vanilla body butter,debenhams hi,body butter,No match >= threshold
PRDdc8f270c,Mor Cosmetics Snow Gardenia Body Butter,Mor Cosmetics,Body Butter,,,8.83,GBP,ebay - mcrama26,mor cosmetics snow gardenia body butter,mor cosmetics,body butter,No match >= threshold
PRD3330c67f,Charlotte Meentzen Body Relax Bodybutter,Charlotte Meentzen,Body Butter,,,19.92,GBP,bio-naturel.de,charlotte meentzen body relax bodybutter,charlotte meentzen,body butter,No match >= threshold
PRD4c80e676,Akirma Luxe Hair & Body Butter,Akirma Luxe,Body Butter,,,17.0,GBP,akirma luxe,akirma luxe hair body butter,akirma luxe,body butter,No match >= threshold
PRD1da32bd3,La Chinata Olive Shea & Cherry Body Butter,La Chinata,Body Butter,,,9.95,GBP,cosmetify,la chinata olive shea cherry body butter,la chinata,body butter,No match >= threshold
PRD79aaea39,Cuccio Lavender & Chamomile Lyte Body Butter,Cuccio Lavender,Body Butter,,,21.5,GBP,jklondon.com,cuccio lavender chamomile lyte body butter,cuccio lavender,body butter,No match >= threshold
PRDb606f350,Shea Sea Buckthorn Whipped Body Butter,Shea Sea,Body Butter,,,4.0,GBP,m'ṣará botanicals,shea sea buckthorn whipped body butter,shea sea,body butter,No match >= threshold
PRD7158cfb1,American Dream Cocoa Butter Body Cream,American Dream,Body Butter,,,6.49,GBP,afro pride,american dream cocoa butter body cream,american dream,body butter,No match >= threshold
PRD9790058a,Juicy Grapes Scented Shea Body Butter,Juicy Grapes,Body Butter,,,3.99,GBP,welsh herbs,juicy grapes scented shea body butter,juicy grapes,body butter,No match >= threshold
PRD3e42c7f4,Bloom Girls Shimmer Body Butter,Bloom Girls,Body Butter,,,8.0,GBP,m&s,bloom girls shimmer body butter,bloom girls,body butter,No match >= threshold
PRD4e398236,Dr Shea Shimmer Vanilla Shea Butter Body Butter,Dr Shea,Body Butter,,,14.99,GBP,share the shea,dr shea shimmer vanilla shea butter body butter,dr shea,body butter,No match >= threshold
PRDe51784bf,Cocoa & Vanilla Body Butter,Cocoa,Body Butter,,,15.99,GBP,amazon.co.uk - amazon.co.uk-seller,cocoa vanilla body butter,cocoa,body butter,No match >= threshold
PRD9f40c8ff,Fenty Skin Butta Drop Whipped Oil Body Cream,Fenty Skin,Body Butter,,,32.0,GBP,boots.com,fenty skin butta drop whipped oil body cream,fenty skin,body butter,No match >= threshold
PRD348f8e77,Honey Almond Whipped Body Butter,Honey Almond,Body Butter,,,26.6,GBP,ecco-verde.co.uk,honey almond whipped body butter,honey almond,body butter,No match >= threshold
PRD29e7b39d,So Sona Skincare Whipped Body Butters,So Sona,Body Butter,,,59.99,GBP,so sona skincare,so sona skincare whipped body butters,so sona,body butter,No match >= threshold
PRD304f4e69,Tropical Glow Whipped Body Butter,Tropical Glow,Body Butter,,,10.99,GBP,soul and soap,tropical glow whipped body butter,tropical glow,body butter,No match >= threshold
PRDa230472a,Body Whip Nourishing Soothing Body Butter,Body Whip,Body Butter,,,16.2,GBP,amazon.co.uk - amazon.co.uk-seller,body whip nourishing soothing body butter,body whip,body butter,No match >= threshold
PRD3ddd785c,Tarte Whipped Body Butter Cake Butter,Tarte Whipped,Body Butter,,,14.0,GBP,tarte cosmetics,tarte whipped body butter cake butter,tarte whipped,body butter,No match >= threshold
PRD651089c5,Ola Loko Nourishing Whipped Body Butter,Ola Loko,Body Butter,,,4.49,GBP,amazon.co.uk - amazon.co.uk-seller,ola loko nourishing whipped body butter,ola loko,body butter,No match >= threshold
PRDb88d46e0,Mario Badescu Coconut Body Butter,Mario Badescu,Body Butter,,,17.0,GBP,beauty bay,mario badescu coconut body butter,mario badescu,body butter,No match >= threshold
PRD559d2356,Sunkissed Butter Whip Tropical Bliss,Sunkissed Butter,Body Butter,200.0,g,6.85,GBP,amazon.co.uk - amazon.co.uk-seller,sunkissed butter whip tropical bliss,sunkissed butter,body butter,No match >= threshold
PRD8bc26847,Yes Studio Body Butter Cherry + Collagen,Yes Studio,Body Butter,400.0,g,8.0,GBP,dunelm,yes studio body butter cherry collagen,yes studio,body butter,No match >= threshold
PRD37a77fed,Body Butter Salted Caramel,Body Butter,Body Butter,,,14.95,GBP,the b collection,body butter salted caramel,body butter,body butter,No match >= threshold
PRD9c4ff6bc,Body Butter Moisturiser,Body Butter,Body Butter,,,4.0,GBP,superdrug.com,body butter moisturiser,body butter,body butter,No match >= threshold
PRDf098e420,Body Butter For Dry Skin Mango (body Butter),Body Butter,Body Butter,50.0,ml,24.91,GBP,ebay - onebioshopcom,body butter for dry skin mango body butter ,body butter,body butter,No match >= threshold
PRD1d9f2d43,Body Butter (new) Charging....body Butter - Organic Oatmeal Scented,Body Butter,Body Butter,,,13.36,GBP,ebay - vanceb01,body butter new charging body butter organic oatmeal scented,body butter,body butter,No match >= threshold
PRDdc65729d,Body Butter with Mango Butter – Lime,Body Butter,Body Butter,,,7.99,GBP,handmade fever,body butter with mango butter lime,body butter,body butter,No match >= threshold
PRD1336f64c,"Body Butter Collection Giftset Of 3 Gold Together, Perfect Moments",Body Butter,Body Butter,3.0,g,25.84,GBP,ebay,body butter collection giftset of 3 gold together perfect moments,body butter,body butter,No match >= threshold
PRD1aafb9bb,Body Butter With Chios Mastiha Oil And Grape From Greece,Body Butter,Body Butter,250.0,ml,119.88,GBP,ebay - idisma,body butter with chios mastiha oil and grape from greece,body butter,body butter,No match >= threshold
PRDf1b0c5d0,Body Butter with Mango Butter – Patchouli and Orange,Body Butter,Body Butter,,,7.99,GBP,handmade fever,body butter with mango butter patchouli and orange,body butter,body butter,No match >= threshold
PRD466b2f07,Shea Moisture Coconut and Hibiscus Body Butter,Shea Moisture,Body Butter,,,11.12,GBP,amazon.co.uk - amazon.co.uk-seller,shea moisture coconut and hibiscus body butter,shea moisture,body butter,No match >= threshold
PRD07998c57,Korres Body Butter Ginger Lime,Korres Body,Body Butter,50.0,ml,9.99,GBP,amazon.co.uk - amazon.co.uk-seller,korres body butter ginger lime,korres body,body butter,No match >= threshold
PRD6ef143ea,Apothecary Women's Calm Body Butter,Apothecary Women's,Body Butter,,,8.5,GBP,m&s,apothecary women s calm body butter,apothecary women s,body butter,No match >= threshold
PRD4625a9ee,Farmona Tutti Frutti Nourishing Body Butter Caramel & Cinnamon,Farmona Tutti,Body Butter,200.0,ml,3.6,GBP,notino.co.uk,farmona tutti frutti nourishing body butter caramel cinnamon,farmona tutti,body butter,No match >= threshold
PRD15dceb73,Mad Beauty Gilmore Girls Body Butter,Mad Beauty,Body Butter,,,9.99,GBP,truffle shuffle,mad beauty gilmore girls body butter,mad beauty,body butter,No match >= threshold
PRD7d4c7911,Burst Bodycare Aloe Body Butter,Burst Bodycare,Body Butter,,,8.0,GBP,m&s,burst bodycare aloe body butter,burst bodycare,body butter,No match >= threshold
PRDe20ca495,Burst Bodycare Orange Body Butter,Burst Bodycare,Body Butter,200.0,ml,8.0,GBP,m&s,burst bodycare orange body butter,burst bodycare,body butter,No match >= threshold
PRDaab68ee9,So...? Sorry Not Sorry Spread The Love Body Butter,So...? Sorry,Body Butter,,,3.0,GBP,so fragrance,so sorry not sorry spread the love body butter,so sorry,body butter,No match >= threshold
PRD56d1728e,Diptyque Rich Butter For The Body,Diptyque Rich,Body Butter,200.0,ml,64.0,GBP,diptyque uk,diptyque rich butter for the body,diptyque rich,body butter,No match >= threshold
PRDa470942d,Champneys Citrus Blush Enlivening Body Butter,Champneys Citrus,Body Butter,,,14.88,GBP,amazon.co.uk - amazon.co.uk-seller,champneys citrus blush enlivening body butter,champneys citrus,body butter,No match >= threshold
PRD888f8003,Kutis Naked Unscented Body Butter,Kutis Naked,Body Butter,,,8.0,GBP,the eco boutique,kutis naked unscented body butter,kutis naked,body butter,No match >= threshold
PRD92c4d6da,Coconut & Mint Body Butter,Coconut,Body Butter,,,4.99,GBP,tk maxx,coconut mint body butter,coconut,body butter,No match >= threshold
PRD7442b986,OUAI St Barts Body,OUAI St,Body Butter,,,31.7,GBP,amazon.co.uk - amazon.co.uk-seller,ouai st barts body,ouai st,body butter,No match >= threshold
PRD88f67225,Organic Shop Nurturing Body Cream Blueberry & Blackberry,Organic Shop,Body Butter,250.0,ml,2.25,GBP,superdrug.com,organic shop nurturing body cream blueberry blackberry,organic shop,body butter,No match >= threshold
PRD13d1af7c,Organic Shop Nurturing Body Cream Blueberry&Blackberry,Organic Shop,Body Butter,,,2.25,GBP,superdrug.com,organic shop nurturing body cream blueberry blackberry,organic shop,body butter,No match >= threshold
PRD7f3cd250,Glow Body Butter Honey Coconut,Glow Body,Body Butter,250.0,ml,2.99,GBP,home bargains,glow body butter honey coconut,glow body,body butter,No match >= threshold
PRDe3037209,Luxplus Argan Oil Body Butter,Luxplus Argan,Body Butter,,,4.25,GBP,superdrug.com,luxplus argan oil body butter,luxplus argan,body butter,No match >= threshold
PRDfa6f41b0,Cocoa Body Butter,Cocoa Body,Body Butter,,,21.99,GBP,amazon.co.uk - amazon.co.uk-seller,cocoa body butter,cocoa body,body butter,No match >= threshold
PRDdb0df171,Oyoma Beauty Whipped Shea Butter,Oyoma Beauty,Body Butter,,,24.0,GBP,superdrug.com,oyoma beauty whipped shea butter,oyoma beauty,body butter,No match >= threshold
PRD6f41c8ba,NCLA Beauty Hi Butter Coconut Vanilla Body Butter,NCLA Beauty,Body Butter,,,28.0,GBP,boots.com,ncla beauty hi butter coconut vanilla body butter,ncla beauty,body butter,No match >= threshold
PRD3b80ff3c,Sol De Janeiro Brazilian Bum Bum Cream,Sol De,Body Butter,,,21.0,GBP,boots.com,sol de janeiro brazilian bum bum cream,sol de,body butter,No match >= threshold
PRDff02931a,No7 Beautiful Skin Intensive Body Butter,No7 Beautiful,Body Butter,,,11.96,GBP,boots.com,no7 beautiful skin intensive body butter,no7 beautiful,body butter,No match >= threshold
PRD2175b7ba,Clinique Deep Comfort Body Butter,Clinique Deep,Body Butter,,,39.0,GBP,clinique,clinique deep comfort body butter,clinique deep,body butter,No match >= threshold
PRD7053c485,Whipped Mango Body Butter,Whipped Mango,Body Butter,,,15.0,GBP,lily m beauty,whipped mango body butter,whipped mango,body butter,No match >= threshold
PRD699dc9c0,This Works Perfect Legs Body Butter,This Works,Body Butter,,,29.0,GBP,thisworks.com,this works perfect legs body butter,this works,body butter,No match >= threshold
PRD256f16bd,Caudalie Vinotherapist Replenishing Vegan Body Butter,Caudalie Vinotherapist,Body Butter,,,26.0,GBP,caudalie uk,caudalie vinotherapist replenishing vegan body butter,caudalie vinotherapist,body butter,No match >= threshold
PRD305bce14,Fushi Organic Shea Butter Original,Fushi Organic,Body Butter,200.0,g,15.0,GBP,fushi wellbeing,fushi organic shea butter original,fushi organic,body butter,No match >= threshold
PRD6514d043,Skin Saints Body Butter Sweet Flowers,Skin Saints,Body Butter,200.0,ml,4.5,GBP,tesco,skin saints body butter sweet flowers,skin saints,body butter,No match >= threshold
PRD30f1d99b,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa,Body Butter,,,6.99,GBP,spotofglam.co.uk,palmer s cocoa butter formula tummy butter for stretch marks,palmer s cocoa,body butter,No match >= threshold
PRDff6edfe4,Neal's Yard Remedies Aromatic Body Butter,Neal's Yard,Body Butter,,,24.0,GBP,waitrose & partners,neal s yard remedies aromatic body butter,neal s yard,body butter,No match >= threshold
PRDf2b13eb3,I Love Coconut & Cream Body Butter,I Love,Body Butter,,,2.49,GBP,wilko,i love coconut cream body butter,i love,body butter,No match >= threshold
PRDfd3ca522,I Love Cosmetics Women's English Rose Body Butter,I Love,Body Butter,,,7.99,GBP,amazon.co.uk - amazon.co.uk-seller,i love cosmetics women s english rose body butter,i love,body butter,No match >= threshold
PRD01f73956,I Love Wellness Sleep Body Butter,I Love,Body Butter,,,9.99,GBP,amazon.co.uk - amazon.co.uk-seller,i love wellness sleep body butter,i love,body butter,No match >= threshold
PRD8ce93f8d,I Love Cosmetics Vanilla Milk Body Butter,I Love,Body Butter,,,9.99,GBP,amazon.co.uk - amazon.co.uk-seller,i love cosmetics vanilla milk body butter,i love,body butter,No match >= threshold
PRDa700eca3,I Love Cosmetics Body Butter Mango & Papaya,I Love,Body Butter,,,5.99,GBP,amazon.co.uk - amazon.co.uk-seller,i love cosmetics body butter mango papaya,i love,body butter,No match >= threshold
PRD7e3f0285,Feather & Down Magnesium & Passionflower Dreamy Sleep Cloud Body Butter,Feather,Body Butter,,,12.0,GBP,feather and down,feather down magnesium passionflower dreamy sleep cloud body butter,feather,body butter,No match >= threshold
PRD29b9e0c1,Soap Glory Smoothie Star Body Butter,Soap Glory,Body Butter,300.0,ml,7.49,GBP,boots.com,soap glory smoothie star body butter,soap glory,body butter,No match >= threshold
PRD15ab61d2,Q+A Collagen Body Butter,Q+A Collagen,Body Butter,,,10.0,GBP,q+a,q a collagen body butter,q a collagen,body butter,No match >= threshold
PRDb3c00755,The White Company Seychelles Body Butter,The White,Body Butter,200.0,ml,16.0,GBP,lookfantastic,the white company seychelles body butter,the white,body butter,No match >= threshold
PRD9046cb21,Dr Organic Aloe Vera Body Butter,Dr Organic,Body Butter,,,11.99,GBP,holland & barrett,dr organic aloe vera body butter,dr organic,body butter,No match >= threshold
PRD27b7a18a,Lemon Berry Barn Coconut Calm Body Butter,Lemon Berry,Body Butter,200.0,ml,2.5,GBP,tesco,lemon berry barn coconut calm body butter,lemon berry,body butter,No match >= threshold
PRDc04de7e2,Treaclemoon Brazilian Love Body Butter,Treaclemoon Brazilian,Body Butter,,,5.0,GBP,tesco,treaclemoon brazilian love body butter,treaclemoon brazilian,body butter,No match >= threshold
PRDbb356a4b,A Little Something Fine Florals Body Butter Trio,A Little,Body Butter,,,6.0,GBP,boots.com,a little something fine florals body butter trio,a little,body butter,No match >= threshold
PRD29f1eee1,NEOM Perfect Night's Sleep Magnesium Body Butter,NEOM Perfect,Body Butter,,,31.2,GBP,john lewis & partners,neom perfect night s sleep magnesium body butter,neom perfect,body butter,No match >= threshold
