product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,hybrid_name_similarity,lexical_similarity,semantic_similarity,brand_similarity,size_similarity,match_source,processing_date,engine_version,confidence_tier,match_rank
PRD071106d5,PRD4cfa473d,Wideye Hair Shampoo Bar,Wideye No Travel Tin Hair Shampoo Bar,Wideye Hair,Wideye No,Shampoo Bar,,,,,6.95,9.95,GBP,GBP,wideye.co.uk,wideye.co.uk,67.9,,82.86,,0.0,50.0,post_processing,2025-11-18,enhanced_with_embeddings_v1,LOW,1
PRD071106d5,PRD94df6e4e,Wideye Hair Shampoo Bar,Shampoo Bar,Wideye Hair,Shampoo Bar,Shampoo Bar,,,,,6.95,4.99,GBP,GBP,wideye.co.uk,The Suffolk Soap Co.,65.0,,80.0,,0.0,50.0,post_processing,2025-11-18,enhanced_with_embeddings_v1,LOW,2
PRD073ac21d,PRD3d2887a7,Eco Warrior Sensitive Scalp Shampoo Bar,Eco Warrior Blue Shampoo Bar,Eco Warrior,Eco Warrior,Shampoo Bar,,,,,4.35,6.5,GBP,GBP,Waitrose & Partners,Justmylook,99.2,79.24,76.97,82.63,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
PRD073ac21d,PRDc0f51385,Eco Warrior Sensitive Scalp Shampoo Bar,Eco Warrior Men's Edit Shampoo Bar,Eco Warrior,Eco Warrior,Shampoo Bar,,,,,4.35,5.5,GBP,GBP,Waitrose & Partners,Amazon.co.uk,91.6,71.62,66.2,79.75,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,2
PRD075efe0b,PRD09cc226c,Naked Soap Free Hair Shampoo Bars,ecoLiving Shampoo Bar - Soap Free,Naked Soap,,Shampoo Bar,,,,,7.0,2.0,GBP,GBP,Superfly Soap,Ecoliving,69.4,69.36,60.0,83.39,50.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,LOW,1
PRD07b14a1b,PRD8ddeb742,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa Butter Formula Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.0,4.49,GBP,GBP,Tesco,Boots.com,100.0,95.5,94.29,97.33,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
PRD07b14a1b,PRD30f1d99b,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.0,6.99,GBP,GBP,Tesco,spotofglam.co.uk,90.1,70.06,67.9,73.32,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,2
PRD09cc226c,PRDb311571e,ecoLiving Shampoo Bar - Soap Free,Friendly Soap Plastic-Free Shampoo Bar,,Friendly Soap,Shampoo Bar,,,,,2.0,2.6,GBP,GBP,Ecoliving,Boobalou,76.7,76.69,71.32,84.74,50.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,MEDIUM,1
PRD09d04044,PRD6f3fe59b,Bronnley Eclectic Elements Body Butter,Bronnley Eclectic Elements Zealous Flower Body Butter,Bronnley Eclectic,Bronnley Eclectic,Body Butter,200.0,ml,200.0,ml,13.36,13.36,GBP,GBP,eBay,eBay,100.0,87.99,88.57,87.12,100.0,100.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
PRD0ac1e5bb,PRD7afe8a16,Tree Hut Whipped Body Butter Vanilla,Tree Hut Coco Colada Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,11.99,GBP,GBP,Boots.com,Boots.com,100.0,80.11,77.5,84.03,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
PRD0ac1e5bb,PRD3e158b60,Tree Hut Whipped Body Butter Vanilla,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,91.97,93.33,89.92,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
PRD0ac1e5bb,PRD8fe440bd,Tree Hut Whipped Body Butter Vanilla,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,11.99,GBP,GBP,Boots.com,Boots.com,99.1,79.06,77.5,81.4,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,2
PRD0ac1e5bb,PRD4a89a3ef,Tree Hut Whipped Body Butter Vanilla,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Boots.com,96.9,76.86,77.5,75.89,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,3
PRD0ac1e5bb,PRD3b9ce914,Tree Hut Whipped Body Butter Vanilla,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,96.0,76.05,74.72,78.03,100.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,4
PRD0ac1e5bb,PRD1c771653,Tree Hut Whipped Body Butter Vanilla,skinnydip london Supermarket Vanilla Body Butter,Tree Hut,,Body Butter,,,200.0,g,11.99,8.0,GBP,GBP,Boots.com,Skinnydip,68.7,58.66,54.79,64.46,50.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,LOW,5
PRD0b303547,PRD177717f8,Kelpie Shampoo Bar for Curly Hair,Miracube Hair Shampoo Bar For Curly Hair,Kelpie Shampoo,Miracube Hair,Shampoo Bar,,,,,8.3,11.57,GBP,GBP,Tappermade,eBay,66.5,,81.45,,0.0,50.0,post_processing,2025-11-18,enhanced_with_embeddings_v1,LOW,1
PRD0d372918,PRDf2daad50,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc","2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",Nature Triangle,,Shampoo Bar,,,1.0,pcs,11.88,6.89,GBP,GBP,fruugo.co.uk,fruugo.co.uk,92.3,92.32,92.63,91.85,50.0,50.0,main_engine,2025-11-18,enhanced_with_embeddings_v1,HIGH,1
