product_id,product_name,brand_id,brand_name,category_id,category_name,size_value,size_unit,price,currency,date_collected,date_key,retailer_name,product_clean,brand_clean,category_clean,retailer_clean,size_value_norm,size_unit_norm,incomplete_record,reason_unmatched
PRD72e4ddcb,Balancing Body Butter - Natural Skincare | Organics.com 60ml,BRD2ad510eb,Balancing Body Butter,CAT140eaa99,body butter,60.0,ml,8.5,GBP,20251125_201755,20251125,"{'url': 'https://organics.com/products/balancing-body-butter?variant=55367930184063&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqmof4UD_D3ZI_5R9xKbYCkEZyG8-iYFZszocmdE8cV5GUGAy8vRY4', 'name': 'Organics.com'}",balancing body butter natural skincare organics com 60ml,balancing body butter,body butter, url https organics com products balancing body butter variant 55367930184063 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmbooqmof4ud d3zi 5r9xkbyckezyg8 iyfzszocmde8cv5gugay8vry4 name organics com ,60.0,ml,False,No match >= 65 (enhanced)
PRD73510e6d,NEOM Real Luxury Magnesium Body Butter 200ml - Joint & Muscle Support,BRDc86c87c5,NEOM Real Luxury,CAT140eaa99,body butter,200.0,ml,39.0,GBP,20251125_201725,20251125,{'name': 'Holland & Barrett'},neom real luxury magnesium body butter 200ml joint muscle support,neom real luxury,body butter, name holland barrett ,200.0,ml,False,No match >= 65 (enhanced)
PRD773d9ff2,Whipped Body Butter (buttercream) 8oz,BRD78a7e60a,Whipped Body Butter,CAT140eaa99,body butter,8.0,oz,13.63,GBP,20251125_201826,20251125,"{'url': 'https://www.ebay.co.uk/itm/313723168262?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay'}",whipped body butter buttercream 8oz,whipped body butter,body butter, url https www ebay co uk itm 313723168262 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay ,8.0,oz,False,No match >= 65 (enhanced)
PRD7b214d1f,"Glow Body Butter, Pink Lychee & Crystal Waters, 250ml",BRD3159797a,"Glow Body Butter,",CAT140eaa99,body butter,250.0,ml,7.99,GBP,20251125_201742,20251125,"{'url': 'https://www.amazon.co.uk/Butter-Lychee-Crystal-Waters-250ml/dp/B0DLF3RJ6J?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A2M53D4EASHWJC', 'name': 'Amazon.co.uk - Amazon.co.uk-Seller'}",glow body butter pink lychee crystal waters 250ml,glow body butter ,body butter, url https www amazon co uk butter lychee crystal waters 250ml dp b0dlf3rj6j source ps sl shoppingads lpcontext ref fplfs psc 1 smid a2m53d4eashwjc name amazon co uk amazon co uk seller ,250.0,ml,False,No match >= 65 (enhanced)
PRD7c9e0c52,Mama Butter Whipped Body Butter 60g Citrus Bouquet Fragrance,BRD6175633a,Mama Butter Whipped,CAT140eaa99,body butter,60.0,g,24.52,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/145494207442?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - world_kurachan'}",mama butter whipped body butter 60g citrus bouquet fragrance,mama butter whipped,body butter, url https www ebay co uk itm 145494207442 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay world kurachan ,60.0,g,False,No match >= 65 (enhanced)
PRD7d32f892,Clovelly Soap Co Natural Handmade Pink Grapefruit Shampoo Soap Bar for Normal-oily Hair & Scalp 100g,BRD1256ff92,Clovelly Soap Co,CATa842003f,shampoo bar,100.0,g,6.99,GBP,20251125_201033,20251125,{'name': 'Amazon.co.uk - Amazon.co.uk-Seller'},clovelly soap co natural handmade pink grapefruit shampoo soap bar for normal oily hair scalp 100g,clovelly soap co,shampoo bar, name amazon co uk amazon co uk seller ,100.0,g,False,No match >= 65 (enhanced)
PRD7f373eaa,Curly Hair Shampoo Bar - Almond & Reetha 80g,BRD2b25b3d2,Curly Hair Shampoo,CATa842003f,shampoo bar,80.0,g,7.0,GBP,20251125_201021,20251125,"{'url': 'https://www.peacewiththewild.co.uk/product/curly-hair-shampoo-bar-almond-reetha-80g/', 'name': 'Peace With The Wild'}",curly hair shampoo bar almond reetha 80g,curly hair shampoo,shampoo bar, url https www peacewiththewild co uk product curly hair shampoo bar almond reetha 80g name peace with the wild ,80.0,g,False,No match >= 65 (enhanced)
PRD7fda6aa4,"Brightening Face Serum, 15 Ml",BRD67ecf138,"Brightening Face Serum,",CATaa8afa4d,face serum,15.0,ml,36.22,GBP,20251125_201541,20251125,"{'url': 'https://www.ebay.co.uk/itm/376626128002?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - onebioshopcom'}",brightening face serum 15 ml,brightening face serum ,face serum, url https www ebay co uk itm 376626128002 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay onebioshopcom ,15.0,ml,False,No match >= 65 (enhanced)
PRD83278b7e,Solid Conditioner Bar 60g - Shine On,BRD2f1c852f,Solid Conditioner Bar,CATa55d3f5b,conditioner bar,60.0,g,5.95,GBP,20251125_201251,20251125,"{'url': 'https://www.thepresentpicker.co.uk/products/solid-shampoo-bar-60g-everyhair-shine-on?variant=36785195778216&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoq4IhQl7R1rUkcico6XkSeL_TYZZ8Pe2OLC1NiF2Ba1ug_yHXAL2nc', 'name': 'The Present Picker'}",solid conditioner bar 60g shine on,solid conditioner bar,conditioner bar, url https www thepresentpicker co uk products solid shampoo bar 60g everyhair shine on variant 36785195778216 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmbooq4ihql7r1rukcico6xksel tyzz8pe2olc1nif2ba1ug yhxal2nc name the present picker ,60.0,g,False,No match >= 65 (enhanced)
PRD85a81705,Scottish Fine Soaps Vetiver & Sandalwood Shampoo Bar 100g Wrapped,BRD99acb7e1,Scottish Fine Soaps,CATa842003f,shampoo bar,100.0,g,5.59,GBP,20251125_200945,20251125,"{'url': 'https://www.scottishfinesoaps.com/products/vetiver-sandalwood-shampoo-bar-wrapped-100g?variant=41433508905043&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopxLIQj8k3vBZ9KwIfLHChi5WAfKDOWfKTgr_NohAVbUeCIfDRiRak', 'name': 'The Scottish Fine Soaps Company'}",scottish fine soaps vetiver sandalwood shampoo bar 100g wrapped,scottish fine soaps,shampoo bar, url https www scottishfinesoaps com products vetiver sandalwood shampoo bar wrapped 100g variant 41433508905043 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmboopxliqj8k3vbz9kwiflhchi5wafkdowfktgr nohavbuecifdrirak name the scottish fine soaps company ,100.0,g,False,No match >= 65 (enhanced)
PRD86308ff1,Conditioner Bar (60g) Rose Lavender and Grapefruit,BRDa55d3f5b,Conditioner Bar,CATa55d3f5b,conditioner bar,60.0,g,8.0,GBP,20251125_201303,20251125,"{'url': 'https://www.lovedbylotus.co.uk/products/conditioner-bar-60g?variant=41383694762153&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopCA14BG1Fir20GxDBLU7H7r7sWBESxQhQ6fxW_n1D1CSF53yTF6X8', 'name': 'Loved By Lotus'}",conditioner bar 60g rose lavender and grapefruit,conditioner bar,conditioner bar, url https www lovedbylotus co uk products conditioner bar 60g variant 41383694762153 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmboopca14bg1fir20gxdblu7h7r7swbesxqhq6fxw n1d1csf53ytf6x8 name loved by lotus ,60.0,g,False,No match >= 65 (enhanced)
PRD86f95339,BYOMA Hydrating Serum 30ml and Moisturising Gel Cream 50ml Bundle,BRD1f7327a0,BYOMA Hydrating Serum,CATaa8afa4d,face serum,30.0,ml,19.13,GBP,20251125_201504,20251125,"{'url': 'https://www.cultbeauty.co.uk/p/byoma-hydrating-serum-30ml-and-moisturising-gel-cream-50ml-bundle/15403474/?affil=thggps-bundle&switchcurrency=GBP&shippingcountry=GB', 'name': 'Cult Beauty'}",byoma hydrating serum 30ml and moisturising gel cream 50ml bundle,byoma hydrating serum,face serum, url https www cultbeauty co uk p byoma hydrating serum 30ml and moisturising gel cream 50ml bundle 15403474 affil thggps bundle switchcurrency gbp shippingcountry gb name cult beauty ,80.0,ml,False,No match >= 65 (enhanced)
PRD88c1c59b,Cocoa Body Butter For Radiant And Healthy Skin 100gm,BRD1ee80df2,Cocoa Body Butter,CAT140eaa99,body butter,100.0,g,13.68,GBP,20251125_201755,20251125,"{'url': 'https://www.ebay.co.uk/itm/396998637721?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - livingessentials_23'}",cocoa body butter for radiant and healthy skin 100gm,cocoa body butter,body butter, url https www ebay co uk itm 396998637721 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay livingessentials 23 ,100.0,g,False,No match >= 65 (enhanced)
PRD88e8eed8,Formula 10.0.6 My Softer Side 200ml,BRD7bfeebbb,Formula My,CAT140eaa99,body butter,200.0,ml,8.13,GBP,20251125_201755,20251125,"{'url': 'https://www.ebay.co.uk/itm/203175447933?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - shopcrownhouse'}",formula 10 0 6 my softer side 200ml,formula my,body butter, url https www ebay co uk itm 203175447933 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay shopcrownhouse ,200.0,ml,False,No match >= 65 (enhanced)
PRD8a4c37bc,Natural Strengthening Shampoo Bar 120g | Fragile & Thin Hair | Sulfate,BRDa540debb,Natural Strengthening Shampoo,CATa842003f,shampoo bar,120.0,g,11.99,GBP,20251125_201103,20251125,{'name': 'eBay - yongyindww'},natural strengthening shampoo bar 120g fragile thin hair sulfate,natural strengthening shampoo,shampoo bar, name ebay yongyindww ,120.0,g,False,No match >= 65 (enhanced)
PRD8b52d8f4,Soap Glory The Righteous Butter Body Butter 300ml,BRDd206ceef,Soap Glory The,CAT140eaa99,body butter,300.0,ml,6.16,GBP,20251125_201655,20251125,{'name': 'Perfumes Club UK'},soap glory the righteous butter body butter 300ml,soap glory the,body butter, name perfumes club uk ,300.0,ml,False,No match >= 65 (enhanced)
PRD8b883ed8,Shampoobars Conditioner Bar 60g Vanille,BRDb1861820,Shampoobars Conditioner Bar,CATa55d3f5b,conditioner bar,60.0,g,8.3,GBP,20251125_201251,20251125,"{'url': 'https://www.salontotal.co.uk/product/shampoobars-conditioner-bar-60g-vanille-20013?utm_source=google&utm_medium=cpc&utm_campaign=productfeed', 'name': 'Salontotal.co.uk'}",shampoobars conditioner bar 60g vanille,shampoobars conditioner bar,conditioner bar, url https www salontotal co uk product shampoobars conditioner bar 60g vanille 20013 utm source google utm medium cpc utm campaign productfeed name salontotal co uk ,60.0,g,False,No match >= 65 (enhanced)
PRD90216222,Body Butter For Dry Skin Mango (body Butter) 50 Ml,BRD580eb659,Body Butter For,CAT140eaa99,body butter,50.0,ml,24.13,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/376630957149?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - onebioshopcom'}",body butter for dry skin mango body butter 50 ml,body butter for,body butter, url https www ebay co uk itm 376630957149 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay onebioshopcom ,50.0,ml,False,No match >= 65 (enhanced)
PRD927c1e8d,Yes Studio Body Butter Coconut + Magnesium 400g,BRD63bcabd7,Yes Studio Body,CAT140eaa99,body butter,400.0,g,6.4,GBP,20251125_201655,20251125,{'name': 'Dunelm'},yes studio body butter coconut magnesium 400g,yes studio body,body butter, name dunelm ,400.0,g,False,No match >= 65 (enhanced)
PRD92d9bce5,Skin Fuel Body Butter Wideye 100ml,BRD0310a231,Skin Fuel Body,CAT140eaa99,body butter,100.0,ml,13.95,GBP,20251125_201725,20251125,{'name': 'wideye.co.uk'},skin fuel body butter wideye 100ml,skin fuel body,body butter, name wideye co uk ,100.0,ml,False,No match >= 65 (enhanced)
PRD939be6ca,Naturolove Natural Body Butter With Lime And Mango 60 Ml,BRD55398ac1,Naturolove Natural Body,CAT140eaa99,body butter,60.0,ml,21.47,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/376706781786?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - onebioshopcom'}",naturolove natural body butter with lime and mango 60 ml,naturolove natural body,body butter, url https www ebay co uk itm 376706781786 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay onebioshopcom ,60.0,ml,False,No match >= 65 (enhanced)
PRD95ab75fb,Sol De Janeiro | Delicia Drench Body Butter | .84oz/ 25ml Mini | Brand,BRD131f8c8b,Sol De Janeiro,CAT140eaa99,body butter,84.0,oz,14.71,GBP,20251125_201826,20251125,"{'url': 'https://www.ebay.co.uk/itm/186716199407?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - morsaba_0'}",sol de janeiro delicia drench body butter 84oz 25ml mini brand,sol de janeiro,body butter, url https www ebay co uk itm 186716199407 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay morsaba 0 ,84.0,oz,False,No match >= 65 (enhanced)
PRD974cbb76,OxyGlow Herbals 10% Vitamin C Face Serum 30 ml,BRD63f30165,OxyGlow Herbals,CATaa8afa4d,face serum,30.0,ml,2.97,GBP,20251125_201517,20251125,"{'url': 'https://oxyglowcosmetics.com/products/oxyglow-herbals-10-vitamin-c-face-serum-30-ml?variant=50558773035292&country=AE&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopQT-S1FnhwJb5hQe7j779VGA0E6Dp-awoaJtovWRQczNE4LuE8Yss', 'name': 'Oxyglow Cosmetics'}",oxyglow herbals 10 vitamin c face serum 30 ml,oxyglow herbals,face serum, url https oxyglowcosmetics com products oxyglow herbals 10 vitamin c face serum 30 ml variant 50558773035292 country ae currency inr utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmboopqt s1fnhwjb5hqe7j779vga0e6dp awoajtovwrqczne4lue8yss name oxyglow cosmetics ,30.0,ml,False,No match >= 65 (enhanced)
PRD9a8976ba,J·R·Liggett's Hair Conditioner Bar | Moisturizing Conditioner Bar That Gives Smoothness & Shine | Plant Based Ingredients | 2 Pack 1.75oz,BRDc34c85fc,J·R·Liggett's Hair Conditioner,CATa55d3f5b,conditioner bar,1.75,oz,27.24,GBP,20251125_201251,20251125,"{'url': 'https://www.ebay.co.uk/itm/126395359873?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay'}",j r liggett s hair conditioner bar moisturizing conditioner bar that gives smoothness shine plant based ingredients 2 pack 1 75oz,j r liggett s hair conditioner,conditioner bar, url https www ebay co uk itm 126395359873 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay ,1.75,oz,False,No match >= 65 (enhanced)
PRD9b6609b7,Palmer Cocoa Butter Formula Daily Skin Therapy Softens Smoothes Size: 270g,BRDf835661f,Palmer Cocoa Butter,CAT140eaa99,body butter,270.0,g,11.99,GBP,20251125_201725,20251125,"{'url': 'https://www.amazon.co.uk/Palmer-Formula-Therapy-Softens-Smoothes/dp/B0DFDWS9LN?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A1WHX7O0TXF9OI', 'name': 'Amazon.co.uk - Amazon.co.uk-Seller'}",palmer cocoa butter formula daily skin therapy softens smoothes size 270g,palmer cocoa butter,body butter, url https www amazon co uk palmer formula therapy softens smoothes dp b0dfdws9ln source ps sl shoppingads lpcontext ref fplfs psc 1 smid a1whx7o0txf9oi name amazon co uk amazon co uk seller ,270.0,g,False,No match >= 65 (enhanced)
PRD9fbc7a9d,"Much'ay Solid Shampoo for Normal to Oily Hair with Lemon, Mint and Green Clay 80g",BRD54f2c63c,Much'ay Solid Shampoo,CATa842003f,shampoo bar,80.0,g,8.53,GBP,20251125_201103,20251125,{'name': 'SweetCare'},much ay solid shampoo for normal to oily hair with lemon mint and green clay 80g,much ay solid shampoo,shampoo bar, name sweetcare ,80.0,g,False,No match >= 65 (enhanced)
PRD9fd0da5f,Woody's Hair & Body Shampoo Bar 227g,BRDcde0ea0b,Woody's Hair,CATa842003f,shampoo bar,227.0,g,17.22,GBP,20251125_201033,20251125,{'name': 'eBay - aromaangel'},woody s hair body shampoo bar 227g,woody s hair,shampoo bar, name ebay aromaangel ,227.0,g,False,No match >= 65 (enhanced)
PRDa0d07c5f,Ancient Wisdom Solid Shampoo Bar Lemon Ginger 60g,BRD400d7dd0,Ancient Wisdom Solid,CATa842003f,shampoo bar,60.0,g,6.85,GBP,20251125_201008,20251125,"{'url': 'https://www.myhappymoments.co.uk/products/solid-shampoo-bar-60g-lemon-ginger?variant=36974531772565&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooPwwM6J9ZBYLyA_g2SXmEzV9YciWOE8pBl2JAo3tt2Eem52T96Qhs', 'name': 'My Happy Moments'}",ancient wisdom solid shampoo bar lemon ginger 60g,ancient wisdom solid,shampoo bar, url https www myhappymoments co uk products solid shampoo bar 60g lemon ginger variant 36974531772565 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmbooopwwm6j9zbylya g2sxmezv9yciwoe8pbl2jao3tt2eem52t96qhs name my happy moments ,60.0,g,False,No match >= 65 (enhanced)
PRDa19f7e09,Spa Luxury Brazilian Sol Body Butter Pistachio & Caramel 6 Oz. And,BRD89543765,Spa Luxury Brazilian,CAT140eaa99,body butter,6.0,oz,5.45,GBP,20251125_201742,20251125,"{'url': 'https://www.ebay.co.uk/itm/306551664212?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay'}",spa luxury brazilian sol body butter pistachio caramel 6 oz and,spa luxury brazilian,body butter, url https www ebay co uk itm 306551664212 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay ,6.0,oz,False,No match >= 65 (enhanced)
PRDa5a3c8bf,"Natava Solid Body Butter ""flowering Garden"" 100g",BRD06bd09b9,Natava Solid Body,CAT140eaa99,body butter,100.0,g,39.57,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/376706779046?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay - onebioshopcom'}",natava solid body butter flowering garden 100g,natava solid body,body butter, url https www ebay co uk itm 376706779046 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay onebioshopcom ,100.0,g,False,No match >= 65 (enhanced)
PRDac58a91c,Inlight Beauty Body Butter 15ml,BRD17b6ef2b,Inlight Beauty Body,CAT140eaa99,body butter,15.0,ml,15.0,GBP,20251125_201725,20251125,"{'url': 'https://inlightbeauty.co.uk/products/body-butter-15ml-1?currency=GBP&variant=39961964183595&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=99086d396384&srsltid=AfmBOorqEryyBKV5Z1cSXvyuID-v2-xqknwZoBGeuYJoCS1F6aIWwvGat2s', 'name': 'Inlight Beauty'}",inlight beauty body butter 15ml,inlight beauty body,body butter, url https inlightbeauty co uk products body butter 15ml 1 currency gbp variant 39961964183595 utm source google utm medium cpc utm campaign google 20shopping stkn 99086d396384 srsltid afmboorqeryybkv5z1csxvyuid v2 xqknwzobgeuyjocs1f6aiwwvgat2s name inlight beauty ,15.0,ml,False,No match >= 65 (enhanced)
PRDb0001524,"Feather & Down Magnesium Soothing Sleep Butter (300ml) - With Magnesium, Calming Lavender & Chamomile Essential Oils To Aid Sleep. Vegan Friendly &",BRD4cf4a239,Feather Down,CAT140eaa99,body butter,300.0,ml,5.56,GBP,20251125_201814,20251125,"{'url': 'https://www.amazon.co.uk/Feather-Down-Magnesium-Soothing-Butter/dp/B09B2HVKH6?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3P5ROKL5A1OLE', 'name': 'Amazon.co.uk'}",feather down magnesium soothing sleep butter 300ml with magnesium calming lavender chamomile essential oils to aid sleep vegan friendly ,feather down,body butter, url https www amazon co uk feather down magnesium soothing butter dp b09b2hvkh6 source ps sl shoppingads lpcontext ref fplfs psc 1 smid a3p5rokl5a1ole name amazon co uk ,300.0,ml,False,No match >= 65 (enhanced)
PRDb1ee7728,Body Butter Karat Hybrid Black Sachet 15ml (2025),BRD0b7e83ae,Body Butter Karat,CAT140eaa99,body butter,15.0,ml,1.75,GBP,20251125_201755,20251125,{'name': 'CM Hair and Beauty Supplies'},body butter karat hybrid black sachet 15ml 2025 ,body butter karat,body butter, name cm hair and beauty supplies ,15.0,ml,False,No match >= 65 (enhanced)
PRDb3a2b054,No7 Laboratories LINE CORRECTING Booster Serum,BRD414e9f1d,No7 Laboratories LINE,CATaa8afa4d,face serum,7.0,ml,34.95,GBP,20251125_201600,20251125,"{'url': 'https://www.no7beauty.co.uk/p/no7-laboratories-line-correcting-booster-serum-15ml/12183525/?utm_source=google&utm_medium=cpc&utm_campaign=gp_bodycare&srsltid=AfmBOoq4BWe_aZ8__MGbGRVsN48-s-kuYcx-T880PtxJGrXPT2Y9Qh0sg70', 'name': 'No7 Beauty'}",no7 laboratories line correcting booster serum,no7 laboratories line,face serum, url https www no7beauty co uk p no7 laboratories line correcting booster serum 15ml 12183525 utm source google utm medium cpc utm campaign gp bodycare srsltid afmbooq4bwe az8 mgbgrvsn48 s kuycx t880ptxjgrxpt2y9qh0sg70 name no7 beauty ,7.0,ml,False,No match >= 65 (enhanced)
PRDbf56b862,AVA Sea Buckthorn Body Butter 250 g,BRDf448ff63,AVA Sea Buckthorn,CAT140eaa99,body butter,250.0,g,12.04,GBP,20251125_201826,20251125,{'name': 'biogo.de'},ava sea buckthorn body butter 250 g,ava sea buckthorn,body butter, name biogo de ,250.0,g,False,No match >= 65 (enhanced)
PRDc07ebe1b,L'erboristica serum do twarzy ujędrniające 30 ml,BRD8fdff626,L'erboristica,CATaa8afa4d,face serum,30.0,ml,20.95,GBP,20251125_201541,20251125,"{'url': ""https://biogo.fr/en/products/lerboristica-serum-raffermissant-pour-le-visage-30-ml?utm_source=google&utm_medium=organic&utm_campaign=EN-EURO&utm_content=L'Erboristica%20S%C3%A9rum%20raffermissant%20pour%20le%20visage%2030%20ml&srsltid=AfmBOorM_DyBWbXzwfugDWVtliGUVTshYIeP8TI17Xzlecb8uaX6gOxaytE"", 'name': 'biogo.fr'}",l erboristica serum do twarzy uj drniaj ce 30 ml,l erboristica,face serum, url https biogo fr en products lerboristica serum raffermissant pour le visage 30 ml utm source google utm medium organic utm campaign en euro utm content l erboristica 20s c3 a9rum 20raffermissant 20pour 20le 20visage 2030 20ml srsltid afmboorm dybwbxzwfugdwvtliguvtshyiep8ti17xzlecb8uax6goxayte name biogo fr ,30.0,ml,False,No match >= 65 (enhanced)
PRDc38ac65e,Murad Vita-C Brightening Serum 10ml,BRD9b2d18c3,Murad Vita-C Brightening,CATaa8afa4d,face serum,10.0,ml,21.0,GBP,20251125_201504,20251125,"{'url': 'https://www.jdwilliams.co.uk/shop/p/io347?optionColour=&optionSize=10%20ML&utm_source=google&utm_medium=organic_shopping&utm_term=IO347', 'name': 'JD Williams'}",murad vita c brightening serum 10ml,murad vita c brightening,face serum, url https www jdwilliams co uk shop p io347 optioncolour optionsize 10 20ml utm source google utm medium organic shopping utm term io347 name jd williams ,10.0,ml,False,No match >= 65 (enhanced)
PRDc92c4d11,l'oréal paris Bright Reveal Niacinamide Dark Spot Serum 30ml,BRD17330925,Bright,CATaa8afa4d,face serum,30.0,ml,15.99,GBP,20251125_201504,20251125,"{'url': 'https://www.superdrug.com/skin/face-skin-care/face-serums/loreal-paris-bright-reveal-niacinamide-dark-spot-serum-30ml/p/837632', 'name': 'Superdrug.com'}",l or al paris bright reveal niacinamide dark spot serum 30ml,bright,face serum, url https www superdrug com skin face skin care face serums loreal paris bright reveal niacinamide dark spot serum 30ml p 837632 name superdrug com ,30.0,ml,False,No match >= 65 (enhanced)
PRDca8b506d,Kinkind - Conditioner Bar 40g | Multiple Scents,BRD40d6e83f,Kinkind Conditioner,CATa55d3f5b,conditioner bar,40.0,g,7.19,GBP,20251125_201237,20251125,"{'url': 'https://plantx.uk/nl/products/kinkind-conditioner-bar-multiple-scents?variant=44021421441281', 'name': 'Plantx UK'}",kinkind conditioner bar 40g multiple scents,kinkind conditioner,conditioner bar, url https plantx uk nl products kinkind conditioner bar multiple scents variant 44021421441281 name plantx uk ,40.0,g,False,No match >= 65 (enhanced)
PRDcd1c4083,Elemis Pro-Collagen Rose Micro Serum 30ml,BRD378f691f,Elemis Pro-Collagen Rose,CATaa8afa4d,face serum,30.0,ml,71.25,GBP,20251125_201419,20251125,"{'url': 'https://www.johnlewis.com/elemis-pro-collagen-rose-micro-serum-30ml/p110511950?size=30ml?utm_source=google&utm_medium=organic&utm_campaign=organicshopping&srsltid=AfmBOopC-lMpJtfpCh66YAopqsn60Mc7u6BFA5NIjSUhfn3N9eb-FuCtsQM', 'name': 'John Lewis & Partners'}",elemis pro collagen rose micro serum 30ml,elemis pro collagen rose,face serum, url https www johnlewis com elemis pro collagen rose micro serum 30ml p110511950 size 30ml utm source google utm medium organic utm campaign organicshopping srsltid afmboopc lmpjtfpch66yaopqsn60mc7u6bfa5nijsuhfn3n9eb fuctsqm name john lewis partners ,30.0,ml,False,No match >= 65 (enhanced)
PRDcde8f4b1,Sanctuary Spa Ruby Oud Natural Oils Melting Pearl Body Butter 300ml,BRD632d2f56,Sanctuary Spa Ruby,CAT140eaa99,body butter,300.0,ml,9.6,GBP,20251125_201725,20251125,"{'url': 'https://www.justmylook.com/products/sanctuary-spa-sweet-almond-ruby-oud-melting-pearls-body-butter-300ml?utm_source=google&utm_medium=cpc&utm_campaign=All%20Products%20-%20UK&utm_content=Sanctuary%20Spa%20Sweet%20Almond%20%26%20Ruby%20Oud%20Melting%20Pearls%20Body%20Butter%20300ml&srsltid=AfmBOopuBOJnOAZRNTNR-7KY619NUTORlL3IA_oUyNHIa3-MqTRcOjwMeR0', 'name': 'Justmylook'}",sanctuary spa ruby oud natural oils melting pearl body butter 300ml,sanctuary spa ruby,body butter, url https www justmylook com products sanctuary spa sweet almond ruby oud melting pearls body butter 300ml utm source google utm medium cpc utm campaign all 20products 20 20uk utm content sanctuary 20spa 20sweet 20almond 20 26 20ruby 20oud 20melting 20pearls 20body 20butter 20300ml srsltid afmboopubojnoazrntnr 7ky619nutorll3ia ouynhia3 mqtrcojwmer0 name justmylook ,300.0,ml,False,No match >= 65 (enhanced)
PRDd089e62a,Dirty Works the Big Softie Signature Body Butter 400Ml,BRD9162fb94,Dirty Works,CAT140eaa99,body butter,400.0,ml,3.59,GBP,20251125_201655,20251125,{'name': 'Pak Cosmetic Centre'},dirty works the big softie signature body butter 400ml,dirty works,body butter, name pak cosmetic centre ,400.0,ml,False,No match >= 65 (enhanced)
PRDd433c5f5,Alteya Luminous Rose Iridescent Light Serum 30ml,BRD12be3230,Alteya Luminous Rose,CATaa8afa4d,face serum,30.0,ml,24.33,GBP,20251125_201517,20251125,{'name': 'Ecco-Verde.co.uk'},alteya luminous rose iridescent light serum 30ml,alteya luminous rose,face serum, name ecco verde co uk ,30.0,ml,False,No match >= 65 (enhanced)
