product_id,product_name,brand_id,category_id,size_value,size_unit,price,currency,retailer_name,product_clean,brand_clean,category_clean,reason_unmatched
PRD0a220bcc,Not Guilty Shampoo Bar Coconut & Vanilla,BRD38d395ea,CAT4f1e3d60,75.0,g,4.0,GBP,amazon.co.uk - amazon.co.uk-seller,not guilty shampoo bar coconut vanilla,brd38d395ea,cat4f1e3d60,No match >= threshold
PRDb04e10b3,"Nature Triangle Shampoo Bar, Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar,Thinning Hair-Volume Shampoo Bar for Men and Women,Hair",BRDc360e6fd,CAT4f1e3d60,,,6.95,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar natural usman grass glutinous rice water solid shampoo bar thinning hair volume shampoo bar for men and women hair,brdc360e6fd,cat4f1e3d60,No match >= threshold
PRD48aaf9b8,Hår Revitalising Cocoa Butter Shampoo Bar,BRD28cb8b85,CAT4f1e3d60,50.0,g,9.0,GBP,amazon.co.uk - amazon.co.uk-seller,h r revitalising cocoa butter shampoo bar,brd28cb8b85,cat4f1e3d60,No match >= threshold
PRD80c7c551,Olive Oil Shampoo Bar,BRDb35a8b3d,CAT4f1e3d60,,,8.5,GBP,okiki skincare,olive oil shampoo bar,brdb35a8b3d,cat4f1e3d60,No match >= threshold
PRDd01a2b8e,Beard Botanics Shampoo Bar for Beards and Hair,BRDa031bb9b,CAT4f1e3d60,,,12.9,GBP,an'du,beard botanics shampoo bar for beards and hair,brda031bb9b,cat4f1e3d60,No match >= threshold
PRD871e224f,Bain & Savon Botanical Shampoo Bar,BRD6eeb157d,CAT4f1e3d60,,,7.0,GBP,bain & savon,bain savon botanical shampoo bar,brd6eeb157d,cat4f1e3d60,No match >= threshold
PRD095e331a,SOAPS4ME Handmade Herbal Blend Shampoo Bar,BRD112d189a,CAT4f1e3d60,,,7.99,GBP,amazon.co.uk - amazon.co.uk-seller,soaps4me handmade herbal blend shampoo bar,brd112d189a,cat4f1e3d60,No match >= threshold
PRDbb642fb8,Shampoo Bar – Calendula – Fine Hair - Full Size,BRD4f1e3d60,CAT4f1e3d60,60.0,g,7.0,GBP,peace with the wild,shampoo bar calendula fine hair full size,brd4f1e3d60,cat4f1e3d60,No match >= threshold
PRD93ada8f7,Balade En Provence Lavender Solid Shampoo,BRD7f177552,CAT4f1e3d60,,,6.0,GBP,john bell & croyden,balade en provence lavender solid shampoo,brd7f177552,cat4f1e3d60,No match >= threshold
PRD4a0a50d1,Natural Shampoo Bar - Chamomile (Light Hair) - Bain & Savon,BRD0c603f99,CAT4f1e3d60,120.0,g,6.0,GBP,peace with the wild,natural shampoo bar chamomile light hair bain savon,brd0c603f99,cat4f1e3d60,No match >= threshold
PRDd25ac352,Ayurveda Shampoo Bar,BRD8fafa05e,CAT4f1e3d60,,,8.5,GBP,okiki skincare,ayurveda shampoo bar,brd8fafa05e,cat4f1e3d60,No match >= threshold
PRD501de264,Green People Scent Free Repairing Anti-Frizz Shampoo Bar,BRDd862b5d5,CAT4f1e3d60,,,16.5,GBP,green people,green people scent free repairing anti frizz shampoo bar,brdd862b5d5,cat4f1e3d60,No match >= threshold
PRD90aff6de,Balancing Natural Shampoo Bar for Oily Hair - - AA SKINCARE,BRDa3d8f6db,CAT4f1e3d60,50.0,g,6.25,GBP,the evolution,balancing natural shampoo bar for oily hair aa skincare,brda3d8f6db,cat4f1e3d60,No match >= threshold
PRD554fb229,Ethique Professor Curl Curl-Defining Solid Shampoo Bar Mini,BRDf101ac0c,CAT4f1e3d60,,,4.96,GBP,ebay - cutpricepharmacy,ethique professor curl curl defining solid shampoo bar mini,brdf101ac0c,cat4f1e3d60,No match >= threshold
PRD6b53365b,Davines Dede Shampoo Bar,BRD17c01d32,CAT4f1e3d60,,,27.5,GBP,davines,davines dede shampoo bar,brd17c01d32,cat4f1e3d60,No match >= threshold
PRD71b003a3,Arista Curly Shampoo Bar,BRD4fd164f6,CAT4f1e3d60,,,7.45,GBP,amazon.co.uk - amazon.co.uk-seller,arista curly shampoo bar,brd4fd164f6,cat4f1e3d60,No match >= threshold
PRD37f56027,EarthKind Tea Tree & Eucalyptus Shampoo Bar,BRDf091c2a0,CAT4f1e3d60,,,7.99,GBP,bower collective,earthkind tea tree eucalyptus shampoo bar,brdf091c2a0,cat4f1e3d60,No match >= threshold
PRDccdd831f,"Patchouli Rose Shampoo Bar - Natural, Vegan, Organic Hair Care, Eco-Friendly, SLS-Free, Handmade, Aromatic Scent, Travel-Friendly",BRDe8804c07,CAT4f1e3d60,,,4.5,GBP,etsy - thenaturalspa,patchouli rose shampoo bar natural vegan organic hair care eco friendly sls free handmade aromatic scent travel friendly,brde8804c07,cat4f1e3d60,No match >= threshold
PRDa559d561,"Nature Triangle Shampoo Bar,Green Solid Shampoo for Hair Growth,Hair Loss Shampoos Soap Bars with Herbals Extracts, Deeply Nourishing Hairs Regrowth",BRDc360e6fd,CAT4f1e3d60,,,6.99,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar green solid shampoo for hair growth hair loss shampoos soap bars with herbals extracts deeply nourishing hairs regrowth,brdc360e6fd,cat4f1e3d60,No match >= threshold
PRDa559d561,"Nature Triangle Shampoo Bar,Green Solid Shampoo for Hair Growth,Hair Loss Shampoos Soap Bars with Herbals Extracts, Deeply Nourishing Hairs Regrowth",BRDc360e6fd,CAT4f1e3d60,,,6.99,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar green solid shampoo for hair growth hair loss shampoos soap bars with herbals extracts deeply nourishing hairs regrowth,brdc360e6fd,cat4f1e3d60,No match >= threshold
PRD0d77bc54,"Nature Seven Green Soap Shampoo,Nature Triangle Shampoo Bar,Usman Grass Shampoo Bar,Green Shampoo Soap Bar,Calming & Strengthens Hair For Women And",BRD932cd484,CAT4f1e3d60,,,23.98,GBP,amazon.co.uk - amazon.co.uk-seller,nature seven green soap shampoo nature triangle shampoo bar usman grass shampoo bar green shampoo soap bar calming strengthens hair for women and,brd932cd484,cat4f1e3d60,No match >= threshold
PRD0d77bc54,"Nature Seven Green Soap Shampoo,Nature Triangle Shampoo Bar,Usman Grass Shampoo Bar,Green Shampoo Soap Bar,Calming & Strengthens Hair For Women And",BRD932cd484,CAT4f1e3d60,,,23.98,GBP,amazon.co.uk - amazon.co.uk-seller,nature seven green soap shampoo nature triangle shampoo bar usman grass shampoo bar green shampoo soap bar calming strengthens hair for women and,brd932cd484,cat4f1e3d60,No match >= threshold
PRD99253dde,"Shampoo Bar, Refreshing Rosemary And Onion Extracts 2-in-1 Shampoo & Conditioner, PH Balanced, Solid Bar For Oily Hair, Control Grooming Conditioner",BRD23405cc8,CAT4f1e3d60,,,4.22,GBP,amazon.co.uk - amazon.co.uk-seller,shampoo bar refreshing rosemary and onion extracts 2 in 1 shampoo conditioner ph balanced solid bar for oily hair control grooming conditioner,brd23405cc8,cat4f1e3d60,No match >= threshold
PRDefaa08ab,Kaurilan Sauna Hemp Shampoo Bar,BRDebc8a156,CAT4f1e3d60,,,14.1,GBP,ecco-verde.co.uk,kaurilan sauna hemp shampoo bar,brdebc8a156,cat4f1e3d60,No match >= threshold
PRD4536cd30,Chamomile Enriching Shampoo & Body Bar Blonde Hair - Plastic Free Vegan Eco Shower Bars,BRD3946df22,CAT4f1e3d60,130.0,g,5.99,GBP,regn,chamomile enriching shampoo body bar blonde hair plastic free vegan eco shower bars,brd3946df22,cat4f1e3d60,No match >= threshold
PRD4536cd30,Chamomile Enriching Shampoo & Body Bar Blonde Hair - Plastic Free Vegan Eco Shower Bars,BRD3946df22,CAT4f1e3d60,130.0,g,5.99,GBP,regn,chamomile enriching shampoo body bar blonde hair plastic free vegan eco shower bars,brd3946df22,cat4f1e3d60,No match >= threshold
PRDb45e3549,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nourishing Hair Growth Shampoos Bars Green Soap for Men Women, Deeply Cleansing",BRDc360e6fd,CAT4f1e3d60,120.0,g,4.64,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar usman grass shampoo bar nourishing hair growth shampoos bars green soap for men women deeply cleansing,brdc360e6fd,cat4f1e3d60,No match >= threshold
PRDb45e3549,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nourishing Hair Growth Shampoos Bars Green Soap for Men Women, Deeply Cleansing",BRDc360e6fd,CAT4f1e3d60,120.0,g,4.64,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar usman grass shampoo bar nourishing hair growth shampoos bars green soap for men women deeply cleansing,brdc360e6fd,cat4f1e3d60,No match >= threshold
PRD42277026,KinKind Rice Water Shampoo Bar,BRD6acdc521,CAT4f1e3d60,,,19.95,GBP,amazon.co.uk - amazon.co.uk-seller,kinkind rice water shampoo bar,brd6acdc521,cat4f1e3d60,No match >= threshold
PRDfd47524f,Nettle Parsley & Rosemary Shampoo Bar | Hair | WiDEYE No Travel Tin,BRD0a783dd3,CAT4f1e3d60,,,8.95,GBP,wideye.co.uk,nettle parsley rosemary shampoo bar hair wideye no travel tin,brd0a783dd3,cat4f1e3d60,No match >= threshold
PRDb9a06d26,"Solid Shampoo, Onion Rosemary Shampoo Bar, Deep Cleansing & Moisturing, for all Hair Types (1 pc, 1)",BRD596b1ea5,CAT4f1e3d60,,,5.99,GBP,amazon.co.uk - amazon.co.uk-seller,solid shampoo onion rosemary shampoo bar deep cleansing moisturing for all hair types 1 pc 1 ,brd596b1ea5,cat4f1e3d60,No match >= threshold
PRD6f1cec79,Almara Soap Hair Care New Hair Shampoo Bar,BRD2b787fe0,CAT4f1e3d60,,,6.6,GBP,notino.co.uk,almara soap hair care new hair shampoo bar,brd2b787fe0,cat4f1e3d60,No match >= threshold
PRDc7a17ae5,Ethique Beauty Curl-Defining Solid Shampoo Bar,BRDd3418ce0,CAT4f1e3d60,,,30.95,GBP,london loves beauty,ethique beauty curl defining solid shampoo bar,brdd3418ce0,cat4f1e3d60,No match >= threshold
PRD20707d24,Klar Tea Tree & Lavender Shampoo Bar,BRD2df97284,CAT4f1e3d60,,,9.65,GBP,ecco-verde.co.uk,klar tea tree lavender shampoo bar,brd2df97284,cat4f1e3d60,No match >= threshold
PRD7d750f84,grüum Hår Zero Plastic Anti-Dandruff Shampoo Bar,,CAT4f1e3d60,50.0,g,5.95,GBP,fruugo.co.uk,gr um h r zero plastic anti dandruff shampoo bar,none,cat4f1e3d60,No match >= threshold
PRD0012f399,Ethique St Clements Solid Shampoo Bar,BRDf3c2b1b0,CAT4f1e3d60,,,13.0,GBP,amazon.co.uk - amazon.co.uk-seller,ethique st clements solid shampoo bar,brdf3c2b1b0,cat4f1e3d60,No match >= threshold
PRDcd1d8422,The Body Shop Banana Truly Nourishing Shampoo Bar,BRD255ab7ee,CAT4f1e3d60,60.0,g,16.99,GBP,amazon.co.uk - amazon.co.uk-seller,the body shop banana truly nourishing shampoo bar,brd255ab7ee,cat4f1e3d60,No match >= threshold
PRDdfd0422f,FOAmie Argan Oil Shampoo Bar for Dry and Frizzy Hair,BRD82081e37,CAT4f1e3d60,,,4.84,GBP,amazon.co.uk - amazon.co.uk-seller,foamie argan oil shampoo bar for dry and frizzy hair,brd82081e37,cat4f1e3d60,No match >= threshold
PRDab3126d1,Grüum Twin Pack Nourishing Shampoo Bar - Solid Shampoo Bars For Hair Up to 60 Washes - Plastic Free Vegan Bar For Men & Women - Paraben Free,BRD56d95885,CAT4f1e3d60,50.0,g,15.0,GBP,amazon.co.uk - amazon.co.uk-seller,gr um twin pack nourishing shampoo bar solid shampoo bars for hair up to 60 washes plastic free vegan bar for men women paraben free,brd56d95885,cat4f1e3d60,No match >= threshold
PRD9465d12b,grüum Hår Shine Boost Henna + Juniper Shampoo Bar,,CAT4f1e3d60,50.0,g,9.0,GBP,amazon.co.uk - amazon.co.uk-seller,gr um h r shine boost henna juniper shampoo bar,none,cat4f1e3d60,No match >= threshold
PRD7a002d29,Ethique Frizz Wrangler Smoothing Solid Shampoo Bar for Dry Hair,BRD6b7881fd,CAT4f1e3d60,,,12.23,GBP,nourished life,ethique frizz wrangler smoothing solid shampoo bar for dry hair,brd6b7881fd,cat4f1e3d60,No match >= threshold
PRD365cc2f5,Curly Hair Shampoo Bar - Almond & Reetha,BRD25e149d6,CAT4f1e3d60,80.0,g,7.0,GBP,peace with the wild,curly hair shampoo bar almond reetha,brd25e149d6,cat4f1e3d60,No match >= threshold
PRD41a8626d,Dabur Naturals Apple Herbal Vinegar And Charcoal Cleansing Shampoo Bar,BRD72c97d35,CAT4f1e3d60,,,8.5,GBP,cosmetify,dabur naturals apple herbal vinegar and charcoal cleansing shampoo bar,brd72c97d35,cat4f1e3d60,No match >= threshold
PRD26e4d7ed,Rosemary Hair Shampoo Bar,BRD3530530e,CAT4f1e3d60,,,6.6,GBP,fruugo.co.uk,rosemary hair shampoo bar,brd3530530e,cat4f1e3d60,No match >= threshold
PRD2805fec7,"Solid Shampoo Bar - Award Winning - Enriched with Argan Oil, Shea Butter & Honey",BRD0630498e,CAT4f1e3d60,,,15.0,GBP,dook,solid shampoo bar award winning enriched with argan oil shea butter honey,brd0630498e,cat4f1e3d60,No match >= threshold
PRD305c9c5f,Eleven Australia Gentle Cleanse Shampoo Bar,BRD77b365a4,CAT4f1e3d60,,,16.19,GBP,amazon.co.uk - amazon.co.uk-seller,eleven australia gentle cleanse shampoo bar,brd77b365a4,cat4f1e3d60,No match >= threshold
PRD4d926018,"Natural Honey Shampoo Bar for Hair Growth, Moisturizing Hair Shampoo Soap for Damaged Frizzy Hair, Strengthening Solid Shampoo Bar for Men",,CAT4f1e3d60,3.0,pack,9.99,GBP,amazon.co.uk - amazon.co.uk-seller,natural honey shampoo bar for hair growth moisturizing hair shampoo soap for damaged frizzy hair strengthening solid shampoo bar for men,none,cat4f1e3d60,No match >= threshold
PRDae148164,Rescue My Hair Volume Shampoo Bar,BRDa5054cb7,CAT4f1e3d60,,,13.99,GBP,salon trusted,rescue my hair volume shampoo bar,brda5054cb7,cat4f1e3d60,No match >= threshold
PRD650e5876,Alter/native Shampoo Bars,BRDe3dfb25f,CAT4f1e3d60,,,2.95,GBP,boobalou,alter native shampoo bars,brde3dfb25f,cat4f1e3d60,No match >= threshold
PRDd928a6de,"Rosemary Shampoo Bar for Hair Growth & Scalp Cleansing - Natural, Organic, Anti Hair Loss",BRD83a914b4,CAT4f1e3d60,100.0,g,5.99,GBP,amazon.co.uk - amazon.co.uk-seller,rosemary shampoo bar for hair growth scalp cleansing natural organic anti hair loss,brd83a914b4,cat4f1e3d60,No match >= threshold
PRD789d7a4f,Pineapple Anti-Dandruff Shampoo Bar - Bain & Savon,BRDe6e0d1cb,CAT4f1e3d60,,,7.0,GBP,sage folk,pineapple anti dandruff shampoo bar bain savon,brde6e0d1cb,cat4f1e3d60,No match >= threshold
PRD79aa5fed,ATTITUDE Leaves Bar Volume Shampoo Bar,BRD163bc923,CAT4f1e3d60,,,11.99,GBP,amazon.co.uk,attitude leaves bar volume shampoo bar,brd163bc923,cat4f1e3d60,No match >= threshold
PRDf2fe6812,Manuka Honey & Almond Shampoo Bar,BRD918daac8,CAT4f1e3d60,,,6.37,GBP,honey boutique,manuka honey almond shampoo bar,brd918daac8,cat4f1e3d60,No match >= threshold
PRD7654e3a5,Shampoo Soap Bars,BRD28e882fd,CAT4f1e3d60,,,6.1,GBP,rainbow life,shampoo soap bars,brd28e882fd,cat4f1e3d60,No match >= threshold
PRD00d9ae9e,2025 Viral Platycladus & Polygonum Natural Shampoo Bar For Oil &,,CAT4f1e3d60,,,10.55,GBP,ebay,2025 viral platycladus polygonum natural shampoo bar for oil ,none,cat4f1e3d60,No match >= threshold
PRD00d9ae9e,2025 Viral Platycladus & Polygonum Natural Shampoo Bar For Oil &,,CAT4f1e3d60,,,10.55,GBP,ebay,2025 viral platycladus polygonum natural shampoo bar for oil ,none,cat4f1e3d60,No match >= threshold
PRDc4b15e39,Ethique Solid Shampoo Bar Curl-Defining,BRD7b876250,CAT4f1e3d60,,,30.95,GBP,london loves beauty,ethique solid shampoo bar curl defining,brd7b876250,cat4f1e3d60,No match >= threshold
PRD83cc251e,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",,CAT4f1e3d60,2.0,pcs,12.99,GBP,amazon.co.uk - amazon.co.uk-seller,nature triangle shampoo bar nature seven green shampoo soap usman grass bar for women and mens,none,cat4f1e3d60,No match >= threshold
PRD77a360c3,Kitsch Repairing Argan Oil Shampoo Bar,BRD84858b44,CAT4f1e3d60,,,26.95,GBP,london loves beauty,kitsch repairing argan oil shampoo bar,brd84858b44,cat4f1e3d60,No match >= threshold
PRDfa01d8d7,"Earth Rhythm Coconut Shampoo Bar For Hair Growth, 80 Gm (cardboard)",BRD76074702,CAT4f1e3d60,80.0,g,17.6,GBP,ebay - bobbys_fashion,earth rhythm coconut shampoo bar for hair growth 80 gm cardboard ,brd76074702,cat4f1e3d60,No match >= threshold
PRDa3336660,"Vanilla Coconut Shampoo Bar - Natural Hair Care, Silky Smoothness And",BRDe705a726,CAT4f1e3d60,,,28.08,GBP,ebay - goldenwings,vanilla coconut shampoo bar natural hair care silky smoothness and,brde705a726,cat4f1e3d60,No match >= threshold
PRDbd42b8fd,Abhati Suisse Manali Moisturising Shampoo Bar,BRDb8aecded,CAT4f1e3d60,58.0,g,17.4,GBP,blanda beauty,abhati suisse manali moisturising shampoo bar,brdb8aecded,cat4f1e3d60,No match >= threshold
PRDc89f45e3,'Invigorate' - Mint & Rosemary Shampoo Bar Naked,,CAT4f1e3d60,,,9.5,GBP,lovetob.co.uk, invigorate mint rosemary shampoo bar naked,none,cat4f1e3d60,No match >= threshold
PRDf9bd69c6,Chey Haircare Solid Matcha Shampoo Bar,BRD904b20fe,CAT4f1e3d60,,,7.79,GBP,boozyshop,chey haircare solid matcha shampoo bar,brd904b20fe,cat4f1e3d60,No match >= threshold
PRD6f29f6aa,SHAMPOO BAR GINGER FOR HAIR - BEST SHAMPOO BARS RECIPE CRUELTY FREE AND VEGAN SOAP BAR,BRDbf04766c,CAT4f1e3d60,,,18.51,GBP,pure-keratin.com,shampoo bar ginger for hair best shampoo bars recipe cruelty free and vegan soap bar,brdbf04766c,cat4f1e3d60,No match >= threshold
PRDa82b0e6b,Unbrand Onion Rosemary Shampoo Bar,BRDe16b4309,CAT4f1e3d60,,,4.91,GBP,fruugo.co.uk,unbrand onion rosemary shampoo bar,brde16b4309,cat4f1e3d60,No match >= threshold
PRD0084024f,Natural Shampoo Bar 2-IN-1 Fine/Oily Hair,BRD0c603f99,CAT4f1e3d60,,,7.0,GBP,eco 21,natural shampoo bar 2 in 1 fine oily hair,brd0c603f99,cat4f1e3d60,No match >= threshold
PRD875889ee,unbrand Platycladus Orientalis Leaf Shampoo Bar Natural Triangle Shampoo Bar with Usman Grass & Ginseng Extract,,CAT4f1e3d60,,,7.56,GBP,fruugo.co.uk,unbrand platycladus orientalis leaf shampoo bar natural triangle shampoo bar with usman grass ginseng extract,none,cat4f1e3d60,No match >= threshold
PRD70ceeabb,Viori Hidden Waterfall Rice Shampoo Bar,BRD17cd9cac,CAT4f1e3d60,,,55.54,GBP,gosupps beauty,viori hidden waterfall rice shampoo bar,brd17cd9cac,cat4f1e3d60,No match >= threshold
PRD93321cdf,Unbrand Curly Hair Shampoo Bar,BRD8726bb16,CAT4f1e3d60,,,5.18,GBP,fruugo.co.uk,unbrand curly hair shampoo bar,brd8726bb16,cat4f1e3d60,No match >= threshold
PRD1028223d,The Organic Republic Solid Shampoo for Oily Hair,BRD0969377d,CAT4f1e3d60,,,11.64,GBP,perfumes club uk,the organic republic solid shampoo for oily hair,brd0969377d,cat4f1e3d60,No match >= threshold
PRD1279f001,Herbishh Tea Tree & Mint Shampoo Bar – Deep Cleansing Bar For Oily,BRD7e9ce173,CAT4f1e3d60,,,5.79,GBP,ebay,herbishh tea tree mint shampoo bar deep cleansing bar for oily,brd7e9ce173,cat4f1e3d60,No match >= threshold
PRDbb6a0428,Natural Usmanthus Orchid Shampoo Bar For Hair Loss & Dandruff,BRD595a9e29,CAT4f1e3d60,120.0,g,11.44,GBP,ebay - yongyindww,natural usmanthus orchid shampoo bar for hair loss dandruff,brd595a9e29,cat4f1e3d60,No match >= threshold
PRD7ebb4bde,LUSH New Shampoo Bar Boost Shine & Invigorate,BRD0b608ad3,CAT4f1e3d60,,,10.0,GBP,lush,lush new shampoo bar boost shine invigorate,brd0b608ad3,cat4f1e3d60,No match >= threshold
PRD956ea112,Herbishh Castor Oil Shampoo Bar For Hair Growth & Thinning,BRD543eb0f0,CAT4f1e3d60,,,5.79,GBP,ebay,herbishh castor oil shampoo bar for hair growth thinning,brd543eb0f0,cat4f1e3d60,No match >= threshold
PRDd83b7847,Faith In Nature Shampoo Bar Coconut & Shea Butter 85gm,BRD29cd4600,CAT4f1e3d60,85.0,g,52.77,GBP,ebay - gudz_uk,faith in nature shampoo bar coconut shea butter 85gm,brd29cd4600,cat4f1e3d60,No match >= threshold
PRDf83a35ec,Eco Living Solid Shampoo Autumn Berries - Plastic Free Vegan Shampoo Bars - Sample Bar,BRDfec92d7f,CAT4f1e3d60,25.0,g,2.33,GBP,regn,eco living solid shampoo autumn berries plastic free vegan shampoo bars sample bar,brdfec92d7f,cat4f1e3d60,No match >= threshold
PRD3759155f,3 X Garnier Ultimate Blends Shampoo Bar Honey Treasures.,BRD162d58fc,CAT4f1e3d60,3.0,g,13.95,GBP,ebay - bigbrandsforlessltd,3 x garnier ultimate blends shampoo bar honey treasures ,brd162d58fc,cat4f1e3d60,No match >= threshold
PRD902dee49,Traditional Shampoo Bar by Marcus Wellness | with Shikakai and Reetha | 3 Bar x 100gm,BRDe2574c81,CAT4f1e3d60,100.0,g,8.15,GBP,bizparessions.com,traditional shampoo bar by marcus wellness with shikakai and reetha 3 bar x 100gm,brde2574c81,cat4f1e3d60,No match >= threshold
PRDca94d294,6x Garnier Ultimate Blends Softening Oat Sensitive Shampoo Bar,BRD162d58fc,CAT4f1e3d60,6.0,g,42.59,GBP,ebay - krystaldirect,6x garnier ultimate blends softening oat sensitive shampoo bar,brd162d58fc,cat4f1e3d60,No match >= threshold
PRD1558042d,"Solid Shampoo Bar & Conditioner Bar Set For Curly, Wavy, Coily And",BRD0630498e,CAT4f1e3d60,,,12.43,GBP,ebay,solid shampoo bar conditioner bar set for curly wavy coily and,brd0630498e,cat4f1e3d60,No match >= threshold
PRD7929e4cf,Lush Coconut Rice Cake Shampoo Bar,BRD119b6e5b,CAT4f1e3d60,,,10.0,GBP,lush,lush coconut rice cake shampoo bar,brd119b6e5b,cat4f1e3d60,No match >= threshold
PRDa412e89d,All-Natural Shampoo Bar,BRDc889e80e,CAT4f1e3d60,,,37.02,GBP,gosupps beauty,all natural shampoo bar,brdc889e80e,cat4f1e3d60,No match >= threshold
PRD081c2ecc,"Little Soap Company Solid Shampoo Bar - Deeply Nourishing Orange and Ginger Essential Oils, Natural & Vegan Eco Warrior , LSC 6102",BRDec140568,CAT4f1e3d60,100.0,g,24.65,GBP,onbuy.com,little soap company solid shampoo bar deeply nourishing orange and ginger essential oils natural vegan eco warrior lsc 6102,brdec140568,cat4f1e3d60,No match >= threshold
PRDfa4011cb,Lush Angel Hair Shampoo Bar,BRD08f472cd,CAT4f1e3d60,,,10.0,GBP,lush,lush angel hair shampoo bar,brd08f472cd,cat4f1e3d60,No match >= threshold
PRD44b5e986,Satsuma Individual Shampoo Bar Tin,BRDa36ec034,CAT4f1e3d60,,,2.5,GBP,the soap sisters,satsuma individual shampoo bar tin,brda36ec034,cat4f1e3d60,No match >= threshold
PRD514f50e1,Fizzy Orange Enriching Shampoo & Body Bar,BRD4995a927,CAT4f1e3d60,,,5.99,GBP,regn,fizzy orange enriching shampoo body bar,brd4995a927,cat4f1e3d60,No match >= threshold
PRD4c28ad3e,Ten Thousand Villages Balance Blue Clay Shampoo Bar,BRD3d3bbdef,CAT4f1e3d60,,,4.07,GBP,tenthousandvillagess,ten thousand villages balance blue clay shampoo bar,brd3d3bbdef,cat4f1e3d60,No match >= threshold
PRD345f64e8,Bain & Savon Babassu & Lime Shampoo Bar,BRD6eeb157d,CAT4f1e3d60,,,5.99,GBP,regn,bain savon babassu lime shampoo bar,brd6eeb157d,cat4f1e3d60,No match >= threshold
PRDcd7e9cea,KinKind Shampoo Bar for Coloured & Highlighted Hair,BRDc832dc42,CAT4f1e3d60,,,7.45,GBP,kinkind,kinkind shampoo bar for coloured highlighted hair,brdc832dc42,cat4f1e3d60,No match >= threshold
PRD416224d3,KinKind Lavender & Rosemary Oil Shampoo Bar and Conditioner Bar,BRDb46f40e8,CAT4f1e3d60,,,27.0,GBP,kinkind,kinkind lavender rosemary oil shampoo bar and conditioner bar,brdb46f40e8,cat4f1e3d60,No match >= threshold
PRD3aea3177,KinKind Coconut Shampoo and Conditioner Bars,BRD4740fe8f,CAT4f1e3d60,,,8.0,GBP,sage folk,kinkind coconut shampoo and conditioner bars,brd4740fe8f,cat4f1e3d60,No match >= threshold
PRD0ab70cfb,Arista Anti-Dandruff Shampoo Bar,BRD047f5210,CAT4f1e3d60,,,6.89,GBP,best health food shop,arista anti dandruff shampoo bar,brd047f5210,cat4f1e3d60,No match >= threshold
PRD1a144473,Amla Reetha Shikakai Shampoo Bar,BRD2e85ad00,CAT4f1e3d60,,,7.7,GBP,mytri designs,amla reetha shikakai shampoo bar,brd2e85ad00,cat4f1e3d60,No match >= threshold
PRD3322171f,Hairy Jayne Citrus Shampoo Bar,BRDe2176146,CAT4f1e3d60,,,11.0,GBP,hairy jayne,hairy jayne citrus shampoo bar,brde2176146,cat4f1e3d60,No match >= threshold
PRD47b7dbe6,Mineral Mud & Rosemary Natural Purifying Soap Bar,BRDa43af6b4,CAT4f1e3d60,,,4.75,GBP,the good soap - let's go back to the bar,mineral mud rosemary natural purifying soap bar,brda43af6b4,cat4f1e3d60,No match >= threshold
PRD0915294a,HiBAR Solid Shampoo Maintain Bar,BRD30af8966,CAT4f1e3d60,,,10.98,GBP,ebay - mega-green,hibar solid shampoo maintain bar,brd30af8966,cat4f1e3d60,No match >= threshold
PRD86abf72d,Natural Shampoo Bar - Sunny Orange - Bain & Savon,BRD0c603f99,CAT4f1e3d60,120.0,g,6.0,GBP,peace with the wild,natural shampoo bar sunny orange bain savon,brd0c603f99,cat4f1e3d60,No match >= threshold
PRD217cf129,Pink Grapefruit Shampoo Bar,BRD79f75d87,CAT4f1e3d60,,,4.0,GBP,sweets & scents,pink grapefruit shampoo bar,brd79f75d87,cat4f1e3d60,No match >= threshold
PRD38976c46,Baobab Shampoo Bar for Curly Hair | Eco-Friendly & pH Balanced,BRDa82e0122,CAT4f1e3d60,,,9.5,GBP,bean and bee,baobab shampoo bar for curly hair eco friendly ph balanced,brda82e0122,cat4f1e3d60,No match >= threshold
PRD4111dd6e,Coconut Curls Conditioning Shampoo Bar Refill,BRD422315c4,CAT4f1e3d60,,,9.99,GBP,bloom in soap,coconut curls conditioning shampoo bar refill,brd422315c4,cat4f1e3d60,No match >= threshold
PRDc177fe11,Vegan Shampoo Bar - Babassu & Lime - Bain & Savon,BRD43831a47,CAT4f1e3d60,120.0,g,6.0,GBP,peace with the wild,vegan shampoo bar babassu lime bain savon,brd43831a47,cat4f1e3d60,No match >= threshold
PRD5c6b927e,Plastic Free Shampoo Soap Bar,BRD0359daac,CAT4f1e3d60,,,7.5,GBP,romy,plastic free shampoo soap bar,brd0359daac,cat4f1e3d60,No match >= threshold
PRDf421be82,Shampoo bar - The Green Turtle Mango,BRD2fb722da,CAT4f1e3d60,,,5.0,GBP,the green turtle,shampoo bar the green turtle mango,brd2fb722da,cat4f1e3d60,No match >= threshold
