product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,hybrid_name_similarity,lexical_similarity,semantic_similarity,brand_similarity,size_similarity
PRD67541c15,PRD4a89a3ef,Tree Hut Watermelon Whipped Body Butter,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Boots.com,96.7,76.71,75.15,79.06,100.0,50.0
PRD67541c15,PRD3e158b60,Tree Hut Watermelon Whipped Body Butter,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,91.21,93.33,88.02,100.0,50.0
PRD67541c15,PRD3b9ce914,Tree Hut Watermelon Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,94.9,74.92,72.37,78.75,100.0,50.0
PRDf2b13eb3,PRD8ce93f8d,I Love Coconut & Cream Body Butter,I Love Cosmetics Vanilla Milk Body Butter,I Love,I Love,Body Butter,,,,,2.49,9.99,GBP,GBP,Wilko,Amazon.co.uk - Amazon.co.uk-Seller,88.6,68.62,60.98,80.08,100.0,50.0
PRD0ac1e5bb,PRD7afe8a16,Tree Hut Whipped Body Butter Vanilla,Tree Hut Coco Colada Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,11.99,GBP,GBP,Boots.com,Boots.com,100.0,80.11,77.5,84.03,100.0,50.0
PRD0ac1e5bb,PRD8fe440bd,Tree Hut Whipped Body Butter Vanilla,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,11.99,GBP,GBP,Boots.com,Boots.com,99.1,79.06,77.5,81.4,100.0,50.0
PRD0ac1e5bb,PRD4a89a3ef,Tree Hut Whipped Body Butter Vanilla,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Boots.com,96.9,76.86,77.5,75.89,100.0,50.0
PRD0ac1e5bb,PRD3e158b60,Tree Hut Whipped Body Butter Vanilla,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,91.97,93.33,89.92,100.0,50.0
PRD0ac1e5bb,PRD3b9ce914,Tree Hut Whipped Body Butter Vanilla,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,96.0,76.05,74.72,78.03,100.0,50.0
PRDab6f59b8,PRD07b14a1b,Palmer's Cocoa Butter Formula,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,4.3,6.0,GBP,GBP,Tesco,Tesco,100.0,85.7,88.57,81.4,100.0,50.0
PRDab6f59b8,PRD30f1d99b,Palmer's Cocoa Butter Formula,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,4.3,6.99,GBP,GBP,Tesco,spotofglam.co.uk,98.1,78.09,82.22,71.9,100.0,50.0
PRDab6f59b8,PRD8ddeb742,Palmer's Cocoa Butter Formula,Palmer's Cocoa Butter Formula Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,4.3,4.49,GBP,GBP,Tesco,Boots.com,100.0,90.58,93.33,86.45,100.0,50.0
PRDad80f5ee,PRD47ea1152,Soap & Glory Limited Edition Body Butter Cherry Wild,Soap & Glory Berry & Bright Body Butter,Soap,Soap,Body Butter,200.0,ml,200.0,ml,5.99,6.0,GBP,GBP,Boots.com,Boots.com,100.0,69.44,62.32,80.12,100.0,100.0
PRDad80f5ee,PRDa783e838,Soap & Glory Limited Edition Body Butter Cherry Wild,Soap & Glory Limited Edition Fresh As Fig Body Butter,Soap,Soap,Body Butter,200.0,ml,,,5.99,5.99,GBP,GBP,Boots.com,Boots.com,95.3,75.26,73.64,77.7,100.0,50.0
PRD78142e75,PRD9f935292,Sanctuary Spa Signature Natural Oils Melting Pearl Body Butter,Sanctuary Spa Golden Sandalwood Melting Body Butter,Sanctuary Spa,Sanctuary Spa,Body Butter,300.0,ml,,,16.0,15.99,GBP,GBP,Ocado,Superdrug.com,88.7,68.72,65.32,73.82,100.0,50.0
PRD78142e75,PRDd987acec,Sanctuary Spa Signature Natural Oils Melting Pearl Body Butter,Sanctuary Spa Body Butter,Sanctuary Spa,Sanctuary Spa,Body Butter,300.0,ml,,,16.0,13.0,GBP,GBP,Ocado,Boots.com,93.4,73.41,77.78,66.86,100.0,50.0
PRD47ea1152,PRDe4842ed8,Soap & Glory Berry & Bright Body Butter,Soap & Glory Original The Righteous Butter Body Lotion,Soap,Soap,Body Butter,200.0,ml,,,6.0,3.66,GBP,GBP,Boots.com,eBay,88.3,68.25,62.32,77.16,100.0,50.0
PRD47ea1152,PRD30a3b49a,Soap & Glory Berry & Bright Body Butter,Soap & Glory MAGNIFI-COCO Body Butter,Soap,Soap,Body Butter,200.0,ml,,,6.0,7.49,GBP,GBP,Boots.com,Boots.com,90.6,70.64,66.32,77.12,100.0,50.0
PRD47ea1152,PRD1e2d2b20,Soap & Glory Berry & Bright Body Butter,Soap & Glory Call of Fruity Body Butter,Soap,Soap,Body Butter,200.0,ml,,,6.0,7.49,GBP,GBP,Boots.com,Boots.com,93.3,73.27,64.09,87.02,100.0,50.0
PRD47ea1152,PRDd4a6232d,Soap & Glory Berry & Bright Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,200.0,ml,,,6.0,7.49,GBP,GBP,Boots.com,Boots.com,92.5,72.46,67.32,80.15,100.0,50.0
PRD47ea1152,PRDeff54c48,Soap & Glory Berry & Bright Body Butter,Soap and Glory The Righteous Body Butter,Soap,Soap,Body Butter,200.0,ml,,,6.0,9.99,GBP,GBP,Boots.com,Boots.com,88.1,68.12,64.18,74.03,100.0,50.0
PRD47ea1152,PRDd4a6232d,Soap & Glory Berry & Bright Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,200.0,ml,,,6.0,49.85,GBP,GBP,Boots.com,eBay - jadashats-us,92.5,72.46,67.32,80.15,100.0,50.0
PRD913efd69,PRD9f935292,Sanctuary Spa Lily & Rose Body Butter,Sanctuary Spa Golden Sandalwood Melting Body Butter,Sanctuary Spa,Sanctuary Spa,Body Butter,,,,,13.0,15.99,GBP,GBP,Boots.com,Superdrug.com,89.6,69.59,67.78,72.31,100.0,50.0
PRD913efd69,PRDd987acec,Sanctuary Spa Lily & Rose Body Butter,Sanctuary Spa Body Butter,Sanctuary Spa,Sanctuary Spa,Body Butter,,,,,13.0,13.0,GBP,GBP,Boots.com,Boots.com,100.0,85.58,86.67,83.95,100.0,50.0
PRDe4842ed8,PRDd4a6232d,Soap & Glory Original The Righteous Butter Body Lotion,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,3.66,7.49,GBP,GBP,eBay,Boots.com,100.0,88.4,90.0,86.0,100.0,50.0
PRDe4842ed8,PRDeff54c48,Soap & Glory Original The Righteous Butter Body Lotion,Soap and Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,,,3.66,9.99,GBP,GBP,eBay,Boots.com,100.0,83.97,83.51,84.67,100.0,50.0
PRDe4842ed8,PRDd4a6232d,Soap & Glory Original The Righteous Butter Body Lotion,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,3.66,49.85,GBP,GBP,eBay,eBay - jadashats-us,100.0,88.4,90.0,86.0,100.0,50.0
PRDe4842ed8,PRDa2063a8c,Soap & Glory Original The Righteous Butter Body Lotion,Soap & And Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,600.0,ml,3.66,20.39,GBP,GBP,eBay,eBay - zorilus7,100.0,83.97,83.51,84.67,100.0,50.0
PRD07b14a1b,PRD30f1d99b,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.0,6.99,GBP,GBP,Tesco,spotofglam.co.uk,90.1,70.06,67.9,73.32,100.0,50.0
PRD07b14a1b,PRD8ddeb742,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa Butter Formula Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.0,4.49,GBP,GBP,Tesco,Boots.com,100.0,95.5,94.29,97.33,100.0,50.0
PRD7afe8a16,PRD8fe440bd,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,11.99,GBP,GBP,Boots.com,Boots.com,95.2,75.19,71.63,80.51,100.0,50.0
PRD7afe8a16,PRD4a89a3ef,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Boots.com,93.7,73.73,71.63,76.87,100.0,50.0
PRD7afe8a16,PRD3e158b60,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,88.69,88.57,88.87,100.0,50.0
PRD7afe8a16,PRD3b9ce914,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,93.2,73.2,69.41,78.87,100.0,50.0
PRDa783e838,PRD30a3b49a,Soap & Glory Limited Edition Fresh As Fig Body Butter,Soap & Glory MAGNIFI-COCO Body Butter,Soap,Soap,Body Butter,,,,,5.99,7.49,GBP,GBP,Boots.com,Boots.com,88.2,68.16,60.86,79.1,100.0,50.0
PRD8487deca,PRD8730dbc2,The Body Shop British Rose Body Butter,The Body Shop Mango Body Butter,The Body,The Body,Body Butter,,,,,4.99,4.07,GBP,GBP,Perfumes Club UK,Perfumes Club UK,96.1,76.07,75.03,77.62,100.0,50.0
PRD8487deca,PRD9cbc695a,The Body Shop British Rose Body Butter,The Body Shop Coconut Body Butter,The Body,The Body,Body Butter,,,,,4.99,17.47,GBP,GBP,Perfumes Club UK,Amazon.co.uk - Amazon.co.uk-Seller,94.5,74.47,72.86,76.88,100.0,50.0
PRD8fe440bd,PRD4a89a3ef,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Boots.com,94.0,74.0,71.63,77.55,100.0,50.0
PRD8fe440bd,PRD3e158b60,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,88.65,88.57,88.77,100.0,50.0
PRD8fe440bd,PRD3b9ce914,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,11.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,95.32,95.0,95.81,100.0,50.0
PRD4a89a3ef,PRD3e158b60,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,15.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,100.0,86.82,88.57,84.19,100.0,50.0
PRD4a89a3ef,PRD3b9ce914,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,15.99,15.99,GBP,GBP,Boots.com,Holland & Barrett,91.3,71.35,68.0,76.36,100.0,50.0
PRD88f67225,PRD13d1af7c,Organic Shop Nurturing Body Cream Blueberry & Blackberry,Organic Shop Nurturing Body Cream Blueberry&Blackberry,Organic Shop,Organic Shop,Body Butter,250.0,ml,,,2.25,2.25,GBP,GBP,Superdrug.com,Superdrug.com,100.0,100.0,100.0,100.0,100.0,50.0
PRD30a3b49a,PRD1e2d2b20,Soap & Glory MAGNIFI-COCO Body Butter,Soap & Glory Call of Fruity Body Butter,Soap,Soap,Body Butter,,,,,7.49,7.49,GBP,GBP,Boots.com,Boots.com,89.0,68.96,64.09,76.26,100.0,50.0
PRD30a3b49a,PRDd4a6232d,Soap & Glory MAGNIFI-COCO Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,7.49,7.49,GBP,GBP,Boots.com,Boots.com,88.0,68.02,66.32,70.58,100.0,50.0
PRD30a3b49a,PRDd4a6232d,Soap & Glory MAGNIFI-COCO Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,7.49,49.85,GBP,GBP,Boots.com,eBay - jadashats-us,88.0,68.02,66.32,70.58,100.0,50.0
PRD8730dbc2,PRD9cbc695a,The Body Shop Mango Body Butter,The Body Shop Coconut Body Butter,The Body,The Body,Body Butter,,,,,4.07,17.47,GBP,GBP,Perfumes Club UK,Amazon.co.uk - Amazon.co.uk-Seller,100.0,82.18,78.84,87.2,100.0,50.0
PRD9f935292,PRDd987acec,Sanctuary Spa Golden Sandalwood Melting Body Butter,Sanctuary Spa Body Butter,Sanctuary Spa,Sanctuary Spa,Body Butter,,,,,15.99,13.0,GBP,GBP,Superdrug.com,Boots.com,100.0,81.43,82.86,79.29,100.0,50.0
PRD7d4c7911,PRDe20ca495,Burst Bodycare Aloe Body Butter,Burst Bodycare Orange Body Butter,Burst Bodycare,Burst Bodycare,Body Butter,,,200.0,ml,8.0,8.0,GBP,GBP,M&S,M&S,100.0,80.28,81.4,78.59,100.0,50.0
PRD9e755525,PRDdd7f4e85,Mallows Beauty Mango Sorbet Body Butter,Mallows Beauty Birthday Cake Body Butter,Mallows Beauty,Mallows Beauty,Body Butter,,,,,14.95,14.95,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,90.8,70.8,68.0,75.0,100.0,50.0
PRD3e158b60,PRD3b9ce914,Tree Hut Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,Tree Hut,Tree Hut,Body Butter,,,,,15.99,15.99,GBP,GBP,Holland & Barrett,Holland & Barrett,100.0,85.49,85.0,86.22,100.0,50.0
PRD6379ecfc,PRD498ac8dd,Mallows Beauty I'm A Mallows Girl Body Butter,Mallows Beauty AHA Peachy Body Butter,Mallows Beauty,Mallows Beauty,Body Butter,,,,,14.95,11.95,GBP,GBP,Mallows Beauty,Boots.com,94.2,74.19,65.52,87.19,100.0,50.0
PRD6379ecfc,PRDdd7f4e85,Mallows Beauty I'm A Mallows Girl Body Butter,Mallows Beauty Birthday Cake Body Butter,Mallows Beauty,Mallows Beauty,Body Butter,,,,,14.95,14.95,GBP,GBP,Mallows Beauty,Amazon.co.uk - Amazon.co.uk-Seller,90.0,70.0,65.52,76.7,100.0,50.0
PRDfd3ca522,PRD8ce93f8d,I Love Cosmetics Women's English Rose Body Butter,I Love Cosmetics Vanilla Milk Body Butter,I Love,I Love,Body Butter,,,,,7.99,9.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,90.3,70.35,66.88,75.55,100.0,50.0
PRDfd3ca522,PRDa700eca3,I Love Cosmetics Women's English Rose Body Butter,I Love Cosmetics Body Butter Mango & Papaya,I Love,I Love,Body Butter,,,,,7.99,5.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,88.3,68.35,66.88,70.55,100.0,50.0
PRD4e398236,PRD59be1a2b,Dr Shea Shimmer Vanilla Shea Butter Body Butter,Dr. Shea Body Butter Confident Coconut Moisturizing Body Cream,Dr Shea,Dr. Shea,Body Butter,,,,,14.99,14.99,GBP,GBP,Share the Shea,Amazon.co.uk - Amazon.co.uk-Seller,92.9,62.91,58.22,69.95,100.0,50.0
PRD1e2d2b20,PRDd4a6232d,Soap & Glory Call of Fruity Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,7.49,7.49,GBP,GBP,Boots.com,Boots.com,90.8,70.81,63.3,82.09,100.0,50.0
PRD1e2d2b20,PRDd4a6232d,Soap & Glory Call of Fruity Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,7.49,49.85,GBP,GBP,Boots.com,eBay - jadashats-us,90.8,70.81,63.3,82.09,100.0,50.0
PRD498ac8dd,PRDdd7f4e85,Mallows Beauty AHA Peachy Body Butter,Mallows Beauty Birthday Cake Body Butter,Mallows Beauty,Mallows Beauty,Body Butter,,,,,11.95,14.95,GBP,GBP,Boots.com,Amazon.co.uk - Amazon.co.uk-Seller,94.2,74.18,69.52,81.17,100.0,50.0
PRDd4a6232d,PRDeff54c48,Soap & Glory The Righteous Butter Body Butter,Soap and Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,,,7.49,9.99,GBP,GBP,Boots.com,Boots.com,100.0,95.1,94.29,96.33,100.0,50.0
PRDd4a6232d,PRDa2063a8c,Soap & Glory The Righteous Butter Body Butter,Soap & And Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,600.0,ml,7.49,20.39,GBP,GBP,Boots.com,eBay - zorilus7,100.0,95.1,94.29,96.33,100.0,50.0
PRDeff54c48,PRDd4a6232d,Soap and Glory The Righteous Body Butter,Soap & Glory The Righteous Butter Body Butter,Soap,Soap,Body Butter,,,,,9.99,49.85,GBP,GBP,Boots.com,eBay - jadashats-us,100.0,95.1,94.29,96.33,100.0,50.0
PRDeff54c48,PRDa2063a8c,Soap and Glory The Righteous Body Butter,Soap & And Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,600.0,ml,9.99,20.39,GBP,GBP,Boots.com,eBay - zorilus7,100.0,100.0,100.0,100.0,100.0,50.0
PRDa007b882,PRD337887dc,Mango Butter Refined,Mango Butter Refined / Resealable Pouch,Mango Butter,Mango Butter,Body Butter,,,25.0,g,12.99,3.19,GBP,GBP,Naissance UK,TheSoapery,100.0,78.67,84.0,70.68,100.0,50.0
PRDa007b882,PRDad74e0eb,Mango Butter Refined,Mango Butter,Mango Butter,Mango Butter,Body Butter,,,,,12.99,4.45,GBP,GBP,Naissance UK,Aromantic,100.0,86.46,86.67,86.15,100.0,50.0
PRDfbf2977a,PRD8a71614b,Shea Butter Refined,Shea Butter – Refined Resealable Pouch,Shea Butter,Shea Butter,Body Butter,,,,,8.1,30.95,GBP,GBP,The Soap Kitchen,TheSoapery,100.0,78.96,84.0,71.41,100.0,50.0
PRDc1aa7d48,PRD936bfd10,"Grace Cole Grapefruit, Lime & Mint Body Butter",Grace Cole Body Butter Grapefruit,Grace Cole,Grace Cole,Body Butter,,,225.0,g,10.0,10.0,GBP,GBP,Grace Cole,Grace Cole,100.0,89.85,88.57,91.76,100.0,50.0
PRDf098e420,PRDdc65729d,Body Butter For Dry Skin Mango (body Butter),Body Butter with Mango Butter – Lime,Body Butter,Body Butter,Body Butter,50.0,ml,,,24.91,7.99,GBP,GBP,eBay - onebioshopcom,Handmade Fever,99.5,69.5,61.36,81.7,100.0,50.0
PRDf098e420,PRDf1b0c5d0,Body Butter For Dry Skin Mango (body Butter),Body Butter with Mango Butter – Patchouli and Orange,Body Butter,Body Butter,Body Butter,50.0,ml,,,24.91,7.99,GBP,GBP,eBay - onebioshopcom,Handmade Fever,94.9,64.92,55.4,79.19,100.0,50.0
PRDd4a6232d,PRDa2063a8c,Soap & Glory The Righteous Butter Body Butter,Soap & And Glory The Righteous Body Butter,Soap,Soap,Body Butter,,,600.0,ml,49.85,20.39,GBP,GBP,eBay - jadashats-us,eBay - zorilus7,100.0,95.1,94.29,96.33,100.0,50.0
PRD09d04044,PRD6f3fe59b,Bronnley Eclectic Elements Body Butter,Bronnley Eclectic Elements Zealous Flower Body Butter,Bronnley Eclectic,Bronnley Eclectic,Body Butter,200.0,ml,200.0,ml,13.36,13.36,GBP,GBP,eBay,eBay,100.0,87.99,88.57,87.12,100.0,100.0
PRDdc65729d,PRDf1b0c5d0,Body Butter with Mango Butter – Lime,Body Butter with Mango Butter – Patchouli and Orange,Body Butter,Body Butter,Body Butter,,,,,7.99,7.99,GBP,GBP,Handmade Fever,Handmade Fever,100.0,78.86,73.88,86.34,100.0,50.0
PRD30aa3e75,PRDaabefebb,NATURE WELL Shea Body Butter Variety Pack Includes Grapefruit,Nature Well Shea Body Butter Variety Pack,NATURE WELL,Nature Well,Body Butter,,,,,26.7,26.7,GBP,GBP,eBay - checkmystores,eBay - checkmystores,100.0,83.57,91.11,72.25,100.0,50.0
PRD337887dc,PRDad74e0eb,Mango Butter Refined / Resealable Pouch,Mango Butter,Mango Butter,Mango Butter,Body Butter,25.0,g,,,3.19,4.45,GBP,GBP,TheSoapery,Aromantic,99.5,69.46,76.0,59.64,100.0,50.0
PRD30f1d99b,PRD8ddeb742,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa Butter Formula Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.99,4.49,GBP,GBP,spotofglam.co.uk,Boots.com,93.4,73.44,73.54,73.29,100.0,50.0
PRD9121603a,PRD5748515a,Josie Maran Whipped Argan Oil Body Butter Apricot And Magnolia 4.6 Fl,Josie Maran Whipped Argan Oil Body Butter Vanilla Apricot,Josie Maran,Josie Maran,Body Butter,,,4.6,oz,26.73,22.23,GBP,GBP,eBay - beauty4less70,eBay - jhm_cosmetics_n_stuff,100.0,82.01,78.33,87.52,100.0,50.0
PRDc6b2dce0,PRDf57f1fc4,Kitsch Rice Water Protein Conditioner Bar,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,Kitsch,Kitsch,Conditioner Bar,,,,,8.44,21.01,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,OnBuy.com,94.8,74.79,74.12,75.81,100.0,50.0
PRDcd1840e0,PRDcdd158d6,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,9.99,GBP,GBP,Friendly Soap,Amazon.co.uk - Amazon.co.uk-Seller,90.8,70.76,68.79,73.73,100.0,50.0
