product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,hybrid_name_similarity,lexical_similarity,semantic_similarity,brand_similarity,size_similarity
PRDcd1840e0,PRDcdd158d6,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,Friendly Soap,90.8,70.76,68.79,73.73,100.0,50.0
PRDcd1840e0,PRD392d044d,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,9.62,GBP,GBP,Friendly Soap,Amazon.co.uk - Amazon.co.uk-Seller,89.2,69.19,66.57,73.13,100.0,50.0
PRDcd1840e0,PRD24f16863,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,REGN,90.4,70.38,67.67,74.44,100.0,50.0
PRDcd1840e0,PRD9e61c9a7,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,C & G Natural Beauty Shop,90.3,70.29,68.79,72.53,100.0,50.0
PRDcd1840e0,PRDa1991032,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,100.0,100.0,100.0,100.0,100.0,50.0
PRDcd1840e0,PRD28257c33,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,89.1,69.06,66.57,72.79,100.0,50.0
PRDcd1840e0,PRD99303b82,Friendly Soap Conditioner Bar Fragrance Free,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,Friendly Soap,Friendly Soap,90.7,70.7,68.79,73.57,100.0,50.0
PRDcd1840e0,PRD8e54123b,Friendly Soap Conditioner Bar Fragrance Free,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,Friendly Soap,Friendly Soap,89.9,69.93,67.67,73.32,100.0,50.0
PRDcdd158d6,PRD392d044d,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.99,9.62,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,100.0,80.81,78.65,84.04,100.0,50.0
PRDcdd158d6,PRD24f16863,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.99,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,REGN,89.3,69.27,65.79,74.49,100.0,50.0
PRDcdd158d6,PRD9e61c9a7,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.99,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,C & G Natural Beauty Shop,100.0,99.51,100.0,98.78,100.0,50.0
PRDcdd158d6,PRDa1991032,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.99,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,90.8,70.76,68.79,73.73,100.0,50.0
PRDcdd158d6,PRD28257c33,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.99,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,100.0,80.56,78.65,83.43,100.0,50.0
PRDcdd158d6,PRD99303b82,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.99,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,100.0,99.37,100.0,98.43,100.0,50.0
PRDcdd158d6,PRD8e54123b,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.99,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,88.9,68.87,65.79,73.49,100.0,50.0
PRD23f40b89,PRD24781688,Kitsch Castor Oil Nourishing Conditioner Bar,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,Kitsch,Kitsch,Conditioner Bar,,,,,12.0,11.0,GBP,GBP,Next,Kitsch,90.1,70.06,64.03,79.1,100.0,50.0
PRDcdd158d6,PRD392d044d,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,9.62,GBP,GBP,Friendly Soap,Amazon.co.uk - Amazon.co.uk-Seller,100.0,80.81,78.65,84.04,100.0,50.0
PRDcdd158d6,PRD24f16863,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,REGN,89.3,69.27,65.79,74.49,100.0,50.0
PRDcdd158d6,PRD9e61c9a7,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,C & G Natural Beauty Shop,100.0,99.51,100.0,98.78,100.0,50.0
PRDcdd158d6,PRDa1991032,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,90.8,70.76,68.79,73.73,100.0,50.0
PRDcdd158d6,PRD28257c33,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,100.0,80.56,78.65,83.43,100.0,50.0
PRDcdd158d6,PRD99303b82,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,Friendly Soap,Friendly Soap,100.0,99.37,100.0,98.43,100.0,50.0
PRDcdd158d6,PRD8e54123b,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,Friendly Soap,Friendly Soap,88.9,68.87,65.79,73.49,100.0,50.0
PRD392d044d,PRD24f16863,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.62,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,REGN,90.5,70.47,63.57,80.81,100.0,50.0
PRD392d044d,PRD9e61c9a7,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.62,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,C & G Natural Beauty Shop,100.0,81.08,78.65,84.74,100.0,50.0
PRD392d044d,PRDa1991032,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.62,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,89.2,69.19,66.57,73.13,100.0,50.0
PRD392d044d,PRD28257c33,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.62,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,100.0,99.39,100.0,98.48,100.0,50.0
PRD392d044d,PRD99303b82,Friendly Soap Lavender Tea Tree Conditioner Bar,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.62,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,100.0,80.7,78.65,83.77,100.0,50.0
PRD392d044d,PRD8e54123b,Friendly Soap Lavender Tea Tree Conditioner Bar,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.62,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,90.0,69.96,63.57,79.55,100.0,50.0
PRDb5b5c690,PRDd4987f16,Folk Soap Conditioner Bar,Folk Soap Solid Conditioner Bar,Folk Soap,Folk Soap,Conditioner Bar,,,,,9.0,8.0,GBP,GBP,Folk Soap,Folk Soap,100.0,92.88,92.0,94.21,100.0,50.0
PRD24f16863,PRD9e61c9a7,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,REGN,C & G Natural Beauty Shop,88.9,68.86,65.79,73.47,100.0,50.0
PRD24f16863,PRDa1991032,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,REGN,eBay - gudz_uk,90.4,70.38,67.67,74.44,100.0,50.0
PRD24f16863,PRD28257c33,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,REGN,eBay - gudz_uk,90.0,69.99,63.57,79.62,100.0,50.0
PRD24f16863,PRD99303b82,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,REGN,Friendly Soap,89.2,69.18,65.79,74.27,100.0,50.0
PRD24f16863,PRD8e54123b,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,REGN,Friendly Soap,100.0,99.37,100.0,98.43,100.0,50.0
PRD9e61c9a7,PRDa1991032,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,C & G Natural Beauty Shop,eBay - gudz_uk,90.3,70.29,68.79,72.53,100.0,50.0
PRD9e61c9a7,PRD28257c33,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,C & G Natural Beauty Shop,eBay - gudz_uk,100.0,80.04,78.65,82.12,100.0,50.0
PRD9e61c9a7,PRD99303b82,Friendly Soap Lavender & Geranium Conditioner Bar,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,C & G Natural Beauty Shop,Friendly Soap,100.0,99.02,100.0,97.54,100.0,50.0
PRD9e61c9a7,PRD8e54123b,Friendly Soap Lavender & Geranium Conditioner Bar,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,C & G Natural Beauty Shop,Friendly Soap,88.5,68.47,65.79,72.49,100.0,50.0
PRDff2e9b24,PRDc18dacd6,Ethique Wonderbar Conditioner Bar for Oily-Normal Hair-Mini,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,Ethique Wonderbar,Ethique Wonderbar,Conditioner Bar,,,,,3.5,12.99,GBP,GBP,New Zealand Nature - UK,Amazon.co.uk - Amazon.co.uk-Seller,100.0,91.54,90.38,93.29,100.0,50.0
PRD531eecf5,PRD1c1228d1,KinKind Give Me Strength Conditioner Bar,KinKind Give Me More Deep Conditioner Bar,KinKind Give,KinKind Give,Conditioner Bar,,,,,7.5,8.95,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,97.6,77.64,77.39,78.01,100.0,50.0
PRDd8cac166,PRD22ae5503,Superfly Soap Hair Conditioner Bar,Superfly Soap Solid Hair Conditioner Bar,Superfly Soap,Superfly Soap,Conditioner Bar,,,,,8.3,8.3,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,100.0,94.76,93.33,96.91,100.0,50.0
PRD03dcabb3,PRD2c4133ca,Nourishing Conditioner Bar,alott - nourishing conditioner bar,Nourishing Conditioner,,Conditioner Bar,,,,,7.0,16.0,GBP,GBP,Marigold Charms,Jjungl,88.6,88.62,90.0,86.56,50.0,50.0
PRDa43053ee,PRDbb255664,Bain & Savon Natural Conditioner Bar,Bain & Savon Natural Conditioner Bar Brittle Heat Damaged Hair,Bain,Bain,Conditioner Bar,,,105.0,g,9.0,9.0,GBP,GBP,Peace With The Wild,Peace With The Wild,96.4,76.39,82.22,67.64,100.0,50.0
PRD9d164e19,PRD949949da,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Fragrance Free,The Soap,The Soap,Conditioner Bar,,,,,6.5,5.85,GBP,GBP,Eco Bee,Babi Pur,100.0,82.26,90.0,70.66,100.0,50.0
PRD9d164e19,PRD253e76e4,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Lavender & Orange,The Soap,The Soap,Conditioner Bar,,,,,6.5,5.85,GBP,GBP,Eco Bee,Babi Pur,100.0,86.23,90.0,80.58,100.0,50.0
PRD5c42e109,PRD1f1b0352,Coconut Conditioner Bar,"Coconut Conditioner Bar - Rich Nourishing & Volumizing - Hair Moisturizing & Strengthening Solid Soap Bar, Plastic-Free, Silicone & Sulfate Free",Coconut Conditioner,Coconut Conditioner,Conditioner Bar,,,,,3.0,18.55,GBP,GBP,Independent Design Collective,Snapklik.com,88.9,68.93,68.0,70.33,100.0,50.0
PRD272cfb82,PRDa1005f77,Lemon Solid Conditioner Bar,Lemon Solid Conditioner - Hair & Bee Solid Conditioner Bar Conditioner bar in tin,Lemon Solid,Lemon Solid,Conditioner Bar,,,,,8.0,6.99,GBP,GBP,The Pampered Blue Bee,Bee Haven Bodycare & Gifts,100.0,81.53,80.0,83.82,100.0,50.0
PRDd44093d8,PRDd94aeaa8,Conditioner Bar for All Hair Types,Conditioner Bar for Thin Hair,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,9.6,13.0,GBP,GBP,Owl & Bee UK,Local Boom Gift Shop,100.0,80.13,77.2,84.54,100.0,50.0
PRDd44093d8,PRD5cc056bd,Conditioner Bar for All Hair Types,Conditioner Bar for Hair Growth,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,9.6,22.26,GBP,GBP,Owl & Bee UK,Snapklik.com,98.5,78.52,75.22,83.46,100.0,50.0
PRDc8e73bf0,PRDe4a75ca8,Hairy Jayne Musk Conditioner Bar,Hairy Jayne Solid Conditioner Bar,Hairy Jayne,Hairy Jayne,Conditioner Bar,,,,,8.0,9.0,GBP,GBP,Hairy Jayne,Zero Store,100.0,83.61,81.58,86.64,100.0,50.0
PRDce3bdf79,PRD20a91ac1,Notice Hair Co. Detoxifier Conditioner Bar,Notice Hair Co. Stimulator Conditioner Bar,Notice Hair,Notice Hair,Conditioner Bar,,,,,9.85,9.85,GBP,GBP,Cheeks Ahoy,Cheeks Ahoy,99.8,79.77,79.28,80.51,100.0,50.0
PRDc9b3c65a,PRD4f126442,Anihana Conditioner Bar Lavender & Lemon,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,Anihana Conditioner,,Conditioner Bar,60.0,g,60.0,g,6.0,114.93,GBP,GBP,HealthPost.co.nz,eBay,100.0,82.9,82.22,83.92,50.0,100.0
PRDb030f508,PRDc3647fd8,Conditioner Bar - Lavender & Amyris,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,Conditioner Bar,CONDITIONER BAR,Conditioner Bar,,,,,10.0,18.55,GBP,GBP,Havens Treasures,pure-keratin.com,90.0,70.01,67.36,73.99,100.0,50.0
PRDd94aeaa8,PRD5cc056bd,Conditioner Bar for Thin Hair,Conditioner Bar for Hair Growth,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,13.0,22.26,GBP,GBP,Local Boom Gift Shop,Snapklik.com,100.0,83.16,81.01,86.4,100.0,50.0
PRDa1991032,PRD28257c33,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,90.0,g,90.0,g,33.22,33.22,GBP,GBP,eBay - gudz_uk,eBay - gudz_uk,100.0,69.06,66.57,72.79,100.0,100.0
PRD23f263da,PRDceb86729,Natural Hair Conditioning Bar – Bergamot,Natural Hair Conditioning Bar – Lemongrass,Natural Hair,Natural Hair,Conditioner Bar,,,,,4.99,4.99,GBP,GBP,Handmade Fever,Handmade Fever,91.1,71.09,78.61,59.82,100.0,50.0
PRD23f263da,PRDca5f4122,Natural Hair Conditioning Bar – Bergamot,Natural Hair Conditioning Bar – Lavender,Natural Hair,Natural Hair,Conditioner Bar,,,,,4.99,4.99,GBP,GBP,Handmade Fever,Handmade Fever,94.1,74.11,78.61,67.37,100.0,50.0
PRD949949da,PRD253e76e4,The Soap Mine Solid Conditioner Bar - Fragrance Free,The Soap Mine Solid Conditioner Bar - Lavender & Orange,The Soap,The Soap,Conditioner Bar,,,,,5.85,5.85,GBP,GBP,Babi Pur,Babi Pur,92.6,72.64,73.9,70.75,100.0,50.0
PRD28257c33,PRD99303b82,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,90.0,g,12.0,pack,33.22,91.7,GBP,GBP,eBay - gudz_uk,Friendly Soap,90.3,80.33,78.65,82.86,100.0,0.0
PRD591db5d1,PRD898379d1,Natural Conditioner Bar,Natural Conditioner Bar with Pink Clay & Grapefruit,Natural Conditioner,Natural Conditioner,Conditioner Bar,,,,,8.0,8.0,GBP,GBP,Wriggly Tin Soap Co.,Wriggly Tin Soap Co.,95.0,75.02,77.14,71.84,100.0,50.0
PRD51756516,PRDab4a7afe,Petal Power Bloom in Soap Refill Conditioner Bar,Petal Power Bloom in Soap Hair Conditioner Bars,Petal Power,Petal Power,Conditioner Bar,,,,,9.99,9.99,GBP,GBP,Bloom In Soap,Bloom In Soap,100.0,81.95,78.32,87.39,100.0,50.0
PRD5c42e109,PRD1f1b0352,Coconut Conditioner Bar,"Coconut Conditioner Bar - Rich Nourishing & Volumizing - Hair Moisturizing & Strengthening Solid Soap Bar, Plastic-Free, Silicone & Sulfate Free",Coconut Conditioner,Coconut Conditioner,Conditioner Bar,,,,,5.25,18.55,GBP,GBP,Superfly Soap,Snapklik.com,88.9,68.93,68.0,70.33,100.0,50.0
PRD0e1b0d18,PRDe76a14df,Unscented Conditioner Solid Bar,Unscented Conditioner Bars,Unscented Conditioner,Unscented Conditioner,Conditioner Bar,,,,,4.0,10.0,GBP,GBP,Megan and Willow,Pentland Aromatics,98.3,78.34,70.74,89.74,100.0,50.0
PRD99303b82,PRD8e54123b,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,12.0,pack,12.0,pack,91.7,91.7,GBP,GBP,Friendly Soap,Friendly Soap,100.0,69.84,65.79,75.91,100.0,100.0
PRDb007f6f2,PRDc3647fd8,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,CONDITIONER BAR,CONDITIONER BAR,Conditioner Bar,,,,,18.55,18.55,GBP,GBP,pure-keratin.com,pure-keratin.com,89.7,69.65,72.0,66.13,100.0,50.0
PRDe408fb7b,PRD6ac91761,Coconut Curls Conditioning Shampoo Bar Trial Size,Coconut Curls Conditioning Shampoo Bar,Coconut Curls,Coconut Curls,Conditioner Bar,,,,,5.49,11.99,GBP,GBP,Bloom In Soap,Bloom In Soap,100.0,87.43,88.57,85.72,100.0,50.0
PRDceb86729,PRDca5f4122,Natural Hair Conditioning Bar – Lemongrass,Natural Hair Conditioning Bar – Lavender,Natural Hair,Natural Hair,Conditioner Bar,,,,,4.99,4.99,GBP,GBP,Handmade Fever,Handmade Fever,95.8,75.75,78.97,70.92,100.0,50.0
PRDce9b3f2d,PRDe4a46626,The Ordinary Niacinamide 10% + Zinc 1%,The Ordinary Niacinamide 10% + Zinc 1% Face Serum,The Ordinary,The Ordinary,Face Serum,,,30.0,ml,6.93,43.92,GBP,GBP,The Ordinary,eBay - gharisi,100.0,83.46,90.0,73.65,100.0,50.0
PRDe128499b,PRDd1ca1607,Balance Active Formula Brightening Serum,Balance Active Formula Niacinamide Blemish Recovery Serum,Balance Active,Balance Active,Face Serum,,,,,2.99,24.99,GBP,GBP,Home Bargains,Amazon.co.uk - Amazon.co.uk-Seller,89.2,69.24,69.41,68.98,100.0,50.0
PRD13bb90a1,PRDf1dd78e3,Garnier Brightening Serum,Garnier Vitamin C Brightening and Anti Dark Spot Serum Duo,Garnier,Garnier,Face Serum,,,,,9.33,19.49,GBP,GBP,Boots.com,LOOKFANTASTIC,91.2,71.22,72.0,70.05,100.0,50.0
PRDce9b3f2d,PRDe4a46626,The Ordinary Niacinamide 10% + Zinc 1%,The Ordinary Niacinamide 10% + Zinc 1% Face Serum,The Ordinary,The Ordinary,Face Serum,,,30.0,ml,5.0,43.92,GBP,GBP,Boots.com,eBay - gharisi,100.0,83.46,90.0,73.65,100.0,50.0
PRDe128499b,PRDd1ca1607,Balance Active Formula Brightening Serum,Balance Active Formula Niacinamide Blemish Recovery Serum,Balance Active,Balance Active,Face Serum,,,,,3.29,24.99,GBP,GBP,Wilko,Amazon.co.uk - Amazon.co.uk-Seller,89.2,69.24,69.41,68.98,100.0,50.0
PRDd11745ae,PRD9119da25,Neutrogena Hydro Boost Concentrated Serum,Neutrogena Hydro Boost Niacinamide Serum,Neutrogena Hydro,Neutrogena Hydro,Face Serum,,,,,9.39,12.76,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Pharmeden,100.0,81.28,77.04,87.64,100.0,50.0
PRD9c4343cd,PRD7fbc6b10,The Ordinary Multi-Peptide + HA Serum,The Ordinary Multi-Peptide + Copper Peptides 1% Serum,The Ordinary,The Ordinary,Face Serum,,,,,21.56,22.25,GBP,GBP,The Ordinary,The Ordinary,92.7,72.71,79.54,62.47,100.0,50.0
PRD1d5c7de4,PRDdc78a78e,Beauty of Joseon Glow Deep Serum,Beauty of Joseon Revive Serum Mucin,Beauty,Beauty,Face Serum,,,,,12.75,16.97,GBP,GBP,Boots.com,Millies.ie,90.0,70.0,68.89,71.68,100.0,50.0
PRD1d5c7de4,PRDf97f8370,Beauty of Joseon Glow Deep Serum,Beauty of Joseon Light On Serum,Beauty,Beauty,Face Serum,,,,,12.75,14.39,GBP,GBP,Boots.com,Superdrug.com,96.9,76.86,69.81,87.45,100.0,50.0
PRDe522a9dd,PRD1013f8e3,La Roche Posay Cicaplast B5 Serum,La Roche Posay Hyalu B5 Hyaluronic Acid Serum,La Roche,La Roche,Face Serum,,,,,40.0,35.98,GBP,GBP,Boots.com,Superdrug.com,90.1,70.15,71.51,68.11,100.0,50.0
PRD16ccacb6,PRD736548b6,"20% Vitamin C Serum, Korean Serum with Hyaluronic Acid, Anti Aging Face Serums For Wrinkles & Fine Lines, Moisturizing Dark Spot Remover for Face","20% Vitamin C Serum, Korean Skin Care Serum with Hyaluronic Acid, Anti-aging Face Serum for Dry and Dull Skin, Reduce Wrinkles & Fine Lines, Fast",,,Face Serum,,,,,7.99,7.19,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,90.2,80.16,72.08,92.28,50.0,50.0
PRD73e83d02,PRD0ae0b659,"DR RASHEL Vitamin C Face Serum, Brightening & Anti-aging Facial Serum, Vitamin C Serum for Face with Hyaluronic Acid, Organic Vitamin C Serum for Face",Dr Rashel Face Serum,DR RASHEL,Dr Rashel,Face Serum,,,,,7.49,3.5,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay,88.9,68.88,70.67,66.2,100.0,50.0
PRD60f4ddcf,PRDa8447757,Dr Sebagh Supreme Maintenance Youth Serum,Dr Sebagh Serum Repair,Dr Sebagh,Dr Sebagh,Face Serum,,,,,215.0,106.2,GBP,GBP,Dr Sebagh,Dr Sebagh,90.2,70.2,65.79,76.82,100.0,50.0
PRD51a95166,PRDb976da70,Plant Therapy Facial Serum,Plant Therapy Facial Serum Trio Set,Plant Therapy,Plant Therapy,Face Serum,,,,,12.61,22.27,GBP,GBP,Plant Therapy,Plant Therapy,100.0,84.89,86.67,82.21,100.0,50.0
PRD8dad10bb,PRD05f3959d,Geek & Gorgeous 101 HA 5 Light Serum,Geek & Gorgeous 101 HA 5 Rich Serum,Geek,Geek,Face Serum,5.0,l,,,8.99,8.99,GBP,GBP,Superdrug.com,Superdrug.com,100.0,87.67,85.52,90.89,100.0,50.0
PRD942b49b3,PRD3ea36cb3,"PDRN Pink Peptide Serum With SPF30–Korean Skincare for Wrinkles&Hydration,Niacinamide Face Serum,Dark Spot Corrector&Barrier Repair,Hyperpigmentation","PDRN Pink Peptide Serum- Korean Skincare PDRN Serum,Dark Spot Remover,Niacinamide Face Serum for Dark Spots & Barrier Repair,Hydrating,Moisturizing",PDRN Pink,PDRN Pink,Face Serum,,,,,9.39,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,100.0,76.43,71.88,83.26,100.0,50.0
