product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,name_similarity,brand_similarity,size_similarity
PRD09d04044,PRD6f3fe59b,Bronnley Eclectic Elements Body Butter,Bronnley Eclectic Elements Zealous Flower Body Butter,Bronnley Eclectic,Bronnley Eclectic,Body Butter,200.0,ml,200.0,ml,13.36,13.36,GBP,GBP,eBay,eBay,100.0,88.57,100.0,100.0
PRDdc65729d,PRDf1b0c5d0,Body Butter with Mango Butter – Lime,Body Butter with Mango Butter – Patchouli and Orange,Body Butter,Body Butter,Body Butter,,,,,7.99,7.99,GBP,GBP,Handmade Fever,Handmade Fever,100.0,73.88,100.0,50.0
PRD30aa3e75,PRDaabefebb,NATURE WELL Shea Body Butter Variety Pack Includes Grapefruit,Nature Well Shea Body Butter Variety Pack,NATURE WELL,Nature Well,Body Butter,,,,,26.7,26.7,GBP,GBP,eBay - checkmystores,eBay - checkmystores,100.0,91.11,100.0,50.0
PRD337887dc,PRDad74e0eb,Mango Butter Refined / Resealable Pouch,Mango Butter,Mango Butter,Mango Butter,Body Butter,25.0,g,,,3.19,4.45,GBP,GBP,TheSoapery,Aromantic,100.0,76.0,100.0,50.0
PRD30f1d99b,PRD8ddeb742,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,Palmer's Cocoa Butter Formula Lotion,Palmer's Cocoa,Palmer's Cocoa,Body Butter,,,,,6.99,4.49,GBP,GBP,spotofglam.co.uk,Boots.com,93.5,73.54,100.0,50.0
PRD9121603a,PRD5748515a,Josie Maran Whipped Argan Oil Body Butter Apricot And Magnolia 4.6 Fl,Josie Maran Whipped Argan Oil Body Butter Vanilla Apricot,Josie Maran,Josie Maran,Body Butter,,,4.6,oz,26.73,22.23,GBP,GBP,eBay - beauty4less70,eBay - jhm_cosmetics_n_stuff,98.3,78.33,100.0,50.0
PRDc6b2dce0,PRDf57f1fc4,Kitsch Rice Water Protein Conditioner Bar,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,Kitsch,Kitsch,Conditioner Bar,,,,,8.44,21.01,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,OnBuy.com,94.1,74.12,100.0,50.0
PRDcd1840e0,PRDa1991032,Friendly Soap Conditioner Bar Fragrance Free,Friendly Soap Conditioner Bar - Fragrance-free,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,100.0,100.0,100.0,50.0
PRDcdd158d6,PRD392d044d,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.99,9.62,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,98.6,78.65,100.0,50.0
PRDcdd158d6,PRD9e61c9a7,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.99,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,C & G Natural Beauty Shop,100.0,100.0,100.0,50.0
